Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,KD_diff,STR_diff,TD_diff,SUB_diff,target,Time_seconds,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code
"Norfolk, Virginia, USA",Tatiana Suarez,Viviane Pereira,0.0,0.0,71.0,13.0,4.0,0.0,0.0,1.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-11-11,Tatiana Suarez,0.0,58.0,4.0,-1.0,0,300,1540,2218,14,69
"Norfolk, Virginia, USA",Sage Northcutt,Michel Quinones,0.0,0.0,79.0,55.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-11-11,Sage Northcutt,0.0,24.0,3.0,0.0,0,300,1425,1554,6,69
"Norfolk, Virginia, USA",Nina Nunes,Angela Hill,0.0,0.0,143.0,107.0,0.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-11-11,Nina Nunes,0.0,36.0,0.0,0.0,0,300,1233,135,14,69
"Norfolk, Virginia, USA",Sean Strickland,Court McGee,0.0,0.0,78.0,62.0,3.0,0.0,1.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-11-11,Sean Strickland,0.0,16.0,3.0,1.0,0,300,1456,461,10,69
"Norfolk, Virginia, USA",Jake Collier,Marcel Fortuna,0.0,0.0,94.0,59.0,0.0,1.0,0.0,1.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2017-11-11,Jake Collier,0.0,35.0,-1.0,-1.0,0,300,666,1429,5,69
"Norfolk, Virginia, USA",Karl Roberson,Darren Stewart,0.0,0.0,17.0,6.0,1.0,0.0,2.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,3:41,UFC Fight Night,2017-11-11,Karl Roberson,0.0,11.0,1.0,2.0,0,221,891,543,7,58
"New York City, New York, USA",Georges St-Pierre,Michael Bisping,1.0,0.0,59.0,27.0,3.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,3.0,4:23,UFC 217,2017-11-04,Georges St-Pierre,1.0,32.0,3.0,1.0,0,263,560,1539,7,58
"New York City, New York, USA",TJ Dillashaw,Cody Garbrandt,2.0,1.0,20.0,18.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,2.0,2:41,UFC 217,2017-11-04,TJ Dillashaw,1.0,2.0,0.0,0.0,0,161,1522,437,0,13
"New York City, New York, USA",Rose Namajunas,Joanna Jedrzejczyk,1.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,Women's Strawweight,KO/TKO Punch,1.0,3:03,UFC 217,2017-11-04,Rose Namajunas,1.0,10.0,0.0,0.0,0,183,1405,1051,14,13
"New York City, New York, USA",Stephen Thompson,Jorge Masvidal,1.0,0.0,70.0,42.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 217,2017-11-04,Stephen Thompson,1.0,28.0,0.0,0.0,0,300,1505,1146,10,69
"New York City, New York, USA",Paulo Costa,Johny Hendricks,1.0,0.0,49.0,27.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,2.0,1:23,UFC 217,2017-11-04,Paulo Costa,1.0,22.0,0.0,0.0,0,83,1278,1121,7,14
"New York City, New York, USA",James Vick,Joe Duffy,1.0,0.0,42.0,25.0,0.0,2.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,4:59,UFC 217,2017-11-04,James Vick,1.0,17.0,-2.0,0.0,0,299,684,1064,6,13
"New York City, New York, USA",Mark Godbeer,Walt Harris,0.0,0.0,3.0,21.0,0.0,1.0,0.0,0.0,Heavyweight,DQ,1.0,4:29,UFC 217,2017-11-04,Mark Godbeer,0.0,-18.0,-1.0,0.0,0,269,1062,2228,4,1
"New York City, New York, USA",Ovince Saint Preux,Corey Anderson,1.0,0.0,23.0,30.0,0.0,4.0,0.0,0.0,Light Heavyweight,KO/TKO Kick,3.0,1:25,UFC 217,2017-11-04,Ovince Saint Preux,1.0,-7.0,-4.0,0.0,0,85,1252,454,5,9
"New York City, New York, USA",Randy Brown,Mickey Gall,0.0,0.0,41.0,7.0,1.0,0.0,0.0,2.0,Welterweight,U-DEC,3.0,5:00,UFC 217,2017-11-04,Randy Brown,0.0,34.0,1.0,-2.0,0,300,1324,1559,10,69
"New York City, New York, USA",Curtis Blaydes,Aleksei Oleinik,1.0,0.0,39.0,34.0,4.0,0.0,0.0,0.0,Heavyweight,KO/TKO,2.0,1:39,UFC 217,2017-11-04,Curtis Blaydes,1.0,5.0,4.0,0.0,0,99,335,50,4,3
"New York City, New York, USA",Ricardo Ramos,Aiemann Zahabi,1.0,0.0,42.0,46.0,3.0,0.0,0.0,0.0,Bantamweight,KO/TKO Spinning Back Elbow,3.0,1:58,UFC 217,2017-11-04,Ricardo Ramos,1.0,-4.0,3.0,0.0,0,118,1350,24,0,16
"Sao Paulo, Sao Paulo, Brazil",Derek Brunson,Lyoto Machida,1.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,2:30,UFC Fight Night,2017-10-28,Derek Brunson,1.0,7.0,0.0,0.0,0,150,417,1401,7,13
"Sao Paulo, Sao Paulo, Brazil",Colby Covington,Demian Maia,0.0,0.0,88.0,53.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-28,Colby Covington,0.0,35.0,0.0,0.0,0,300,317,582,10,69
"Sao Paulo, Sao Paulo, Brazil",Pedro Munhoz,Rob Font,0.0,0.0,20.0,30.0,0.0,0.0,1.0,0.0,Bantamweight,SUB Guillotine Choke,1.0,4:03,UFC Fight Night,2017-10-28,Pedro Munhoz,0.0,-10.0,0.0,1.0,0,243,1282,1837,0,43
"Sao Paulo, Sao Paulo, Brazil",Francisco Trinaldo,Jim Miller,0.0,0.0,63.0,34.0,1.0,1.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-28,Francisco Trinaldo,0.0,29.0,0.0,0.0,0,300,530,1037,6,69
"Sao Paulo, Sao Paulo, Brazil",Thiago Santos,Jack Hermansson,1.0,0.0,28.0,5.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,4:59,UFC Fight Night,2017-10-28,Thiago Santos,1.0,23.0,0.0,0.0,0,299,1557,907,7,13
"Sao Paulo, Sao Paulo, Brazil",John Lineker,Marlon Vera,0.0,0.0,77.0,49.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-28,John Lineker,0.0,28.0,0.0,0.0,0,300,786,1478,0,69
"Sao Paulo, Sao Paulo, Brazil",Vicente Luque,Niko Price,1.0,0.0,61.0,25.0,0.0,0.0,1.0,0.0,Welterweight,SUB D'Arce Choke,2.0,4:08,UFC Fight Night,2017-10-28,Vicente Luque,1.0,36.0,0.0,1.0,0,248,1628,1669,10,39
"Sao Paulo, Sao Paulo, Brazil",Antonio Carlos Junior,Jack Marshman,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,4:30,UFC Fight Night,2017-10-28,Antonio Carlos Junior,0.0,10.0,1.0,1.0,0,270,117,909,7,58
"Sao Paulo, Sao Paulo, Brazil",Jared Gordon,Hacran Dias,0.0,0.0,101.0,32.0,2.0,0.0,0.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-28,Jared Gordon,0.0,69.0,2.0,-1.0,0,300,695,828,6,69
"Sao Paulo, Sao Paulo, Brazil",Elizeu Zaleski dos Santos,Max Griffin,0.0,2.0,84.0,51.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-28,Elizeu Zaleski dos Santos,-2.0,33.0,0.0,0.0,0,300,484,1522,10,69
"Sao Paulo, Sao Paulo, Brazil",Deiveson Figueiredo,Jarred Brooks,0.0,0.0,19.0,30.0,1.0,7.0,5.0,0.0,Flyweight,S-DEC,3.0,5:00,UFC Fight Night,2017-10-28,Deiveson Figueiredo,0.0,-11.0,-6.0,5.0,0,300,408,965,3,32
"Sao Paulo, Sao Paulo, Brazil",Marcelo Golm,Christian Colombo,0.0,0.0,35.0,2.0,1.0,0.0,1.0,0.0,Heavyweight,SUB Rear Naked Choke,1.0,2:08,UFC Fight Night,2017-10-28,Marcelo Golm,0.0,33.0,1.0,1.0,0,128,1035,411,4,58
"Gdansk, Poland",Darren Till,Donald Cerrone,1.0,0.0,24.0,14.0,0.0,1.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,4:20,UFC Fight Night,2017-10-21,Darren Till,1.0,10.0,-1.0,0.0,0,260,385,626,10,13
"Gdansk, Poland",Karolina Kowalkiewicz,Jodie Esquibel,0.0,0.0,127.0,65.0,1.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Karolina Kowalkiewicz,0.0,62.0,1.0,0.0,0,300,896,1060,14,69
"Gdansk, Poland",Jan Blachowicz,Devin Clark,0.0,0.0,33.0,15.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,2.0,3:02,UFC Fight Night,2017-10-21,Jan Blachowicz,0.0,18.0,1.0,1.0,0,182,691,600,5,58
"Gdansk, Poland",Oskar Piechota,Jonathan Wilson,1.0,0.0,56.0,17.0,1.0,0.0,3.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Oskar Piechota,1.0,39.0,1.0,3.0,0,300,1250,1134,7,69
"Gdansk, Poland",Marcin Held,Nasrat Haqparast,0.0,1.0,19.0,27.0,3.0,1.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Marcin Held,-1.0,-8.0,2.0,1.0,0,300,1038,1627,6,69
"Gdansk, Poland",Brian Kelleher,Damian Stasiak,1.0,0.0,79.0,43.0,1.0,1.0,1.0,0.0,Bantamweight,KO/TKO Punch,3.0,3:39,UFC Fight Night,2017-10-21,Brian Kelleher,1.0,36.0,0.0,1.0,0,219,199,487,0,13
"Gdansk, Poland",Ramazan Emeev,Sam Alvey,0.0,0.0,38.0,29.0,1.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Ramazan Emeev,0.0,9.0,1.0,0.0,0,300,1319,1937,7,69
"Gdansk, Poland",Andre Fili,Artem Lobov,1.0,0.0,55.0,55.0,5.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Andre Fili,1.0,0.0,5.0,0.0,0,300,85,179,2,69
"Gdansk, Poland",Warlley Alves,Salim Touahri,0.0,0.0,38.0,35.0,2.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Warlley Alves,0.0,3.0,2.0,0.0,0,300,1653,1935,10,69
"Gdansk, Poland",Aspen Ladd,Lina Lansberg,0.0,0.0,26.0,41.0,1.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Punches,2.0,2:33,UFC Fight Night,2017-10-21,Aspen Ladd,0.0,-15.0,1.0,0.0,0,153,133,1359,11,14
"Gdansk, Poland",Josh Emmett,Felipe Arantes,4.0,0.0,67.0,43.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2017-10-21,Josh Emmett,4.0,24.0,1.0,0.0,0,300,835,724,2,69
"Las Vegas, Nevada, USA",Tony Ferguson,Kevin Lee,0.0,0.0,54.0,55.0,0.0,3.0,2.0,0.0,Lightweight,SUB Triangle Choke,3.0,4:02,UFC 216,2017-10-07,Tony Ferguson,0.0,-1.0,-3.0,2.0,0,242,1585,1287,6,66
"Las Vegas, Nevada, USA",Demetrious Johnson,Ray Borg,0.0,0.0,64.0,13.0,8.0,3.0,2.0,0.0,Flyweight,SUB Armbar,5.0,3:15,UFC 216,2017-10-07,Demetrious Johnson,0.0,51.0,5.0,2.0,0,195,409,1792,3,36
"Las Vegas, Nevada, USA",Fabricio Werdum,Walt Harris,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Heavyweight,SUB Armbar,1.0,1:05,UFC 216,2017-10-07,Fabricio Werdum,0.0,0.0,1.0,1.0,0,65,510,2228,4,36
"Las Vegas, Nevada, USA",Mara Romero Borella,Kalindra Faria,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,Women's Flyweight,SUB Rear Naked Choke,1.0,2:54,UFC 216,2017-10-07,Mara Romero Borella,0.0,3.0,1.0,1.0,0,174,1031,1237,13,58
"Las Vegas, Nevada, USA",Beneil Dariush,Evan Dunham,1.0,0.0,81.0,36.0,0.0,1.0,0.0,0.0,Lightweight,M-DEC,3.0,5:00,UFC 216,2017-10-07,Beneil Dariush,1.0,45.0,-1.0,0.0,0,300,158,710,6,19
"Las Vegas, Nevada, USA",Cody Stamann,Tom Duquesnoy,0.0,0.0,66.0,33.0,4.0,1.0,0.0,0.0,Bantamweight,S-DEC,3.0,5:00,UFC 216,2017-10-07,Cody Stamann,0.0,33.0,3.0,0.0,0,300,316,2137,0,32
"Las Vegas, Nevada, USA",Lando Vannata,Bobby Green,1.0,0.0,104.0,93.0,4.0,1.0,1.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC 216,2017-10-07,Lando Vannata,1.0,11.0,3.0,1.0,0,300,955,234,6,32
"Las Vegas, Nevada, USA",Poliana Botelho,Pearl Gonzalez,0.0,0.0,67.0,27.0,1.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC 216,2017-10-07,Poliana Botelho,0.0,40.0,1.0,0.0,0,300,1303,1730,14,69
"Las Vegas, Nevada, USA",Matt Schnell,Marco Beltran,0.0,0.0,38.0,34.0,0.0,1.0,1.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 216,2017-10-07,Matt Schnell,0.0,4.0,-1.0,1.0,0,300,1098,1441,3,69
"Las Vegas, Nevada, USA",John Moraga,Bibulatov Magomed,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,Flyweight,KO/TKO Punch,1.0,1:38,UFC 216,2017-10-07,John Moraga,1.0,3.0,0.0,0.0,0,98,789,225,3,13
"Las Vegas, Nevada, USA",Brad Tavares,Thales Leites,1.0,0.0,70.0,46.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 216,2017-10-07,Brad Tavares,1.0,24.0,0.0,0.0,0,300,183,2100,7,69
"Saitama, Saitama, Japan",Ovince Saint Preux,Yushin Okami,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Light Heavyweight,SUB Von Flue Choke,1.0,1:50,UFC Fight Night,2017-09-22,Ovince Saint Preux,0.0,0.0,0.0,0.0,0,110,1252,2280,5,68
"Saitama, Saitama, Japan",Jessica Andrade,Claudia Gadelha,0.0,0.0,141.0,42.0,4.0,0.0,0.0,2.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-22,Jessica Andrade,0.0,99.0,4.0,-2.0,0,300,738,424,14,69
"Saitama, Saitama, Japan",Dong Hyun Ma,Takanori Gomi,1.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,1:30,UFC Fight Night,2017-09-22,Dong Hyun Ma,1.0,11.0,0.0,0.0,0,90,443,2076,6,13
"Saitama, Saitama, Japan",Gokhan Saki,Henrique da Silva,2.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,4:45,UFC Fight Night,2017-09-22,Gokhan Saki,2.0,20.0,0.0,0.0,0,285,579,848,5,13
"Saitama, Saitama, Japan",Teruto Ishihara,Rolando Dy,1.0,0.0,50.0,48.0,2.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-22,Teruto Ishihara,1.0,2.0,2.0,0.0,0,300,1551,1870,2,69
"Saitama, Saitama, Japan",Jussier Formiga,Yuta Sasaki,0.0,0.0,9.0,16.0,1.0,0.0,2.0,0.0,Flyweight,SUB Rear Naked Choke,1.0,4:30,UFC Fight Night,2017-09-22,Jussier Formiga,0.0,-7.0,1.0,2.0,0,270,865,2282,3,58
"Saitama, Saitama, Japan",Keita Nakamura,Alex Morono,0.0,0.0,27.0,38.0,2.0,0.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2017-09-22,Keita Nakamura,0.0,-11.0,2.0,0.0,0,300,904,62,10,32
"Saitama, Saitama, Japan",Syuri Kondo,Chan-Mi Jeon,0.0,0.0,135.0,95.0,0.0,0.0,0.0,0.0,Women's Strawweight,S-DEC,3.0,5:00,UFC Fight Night,2017-09-22,Syuri Kondo,0.0,40.0,0.0,0.0,0,300,1520,356,14,32
"Saitama, Saitama, Japan",Shinsho Anzai,Luke Jumeau,0.0,0.0,51.0,49.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-22,Shinsho Anzai,0.0,2.0,1.0,0.0,0,300,1487,1396,10,69
"Saitama, Saitama, Japan",Daichi Abe,Hyun Gyu Lim,1.0,0.0,63.0,43.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-22,Daichi Abe,1.0,20.0,1.0,0.0,0,300,343,866,10,69
"Pittsburgh, Pennsylvania, USA",Luke Rockhold,David Branch,0.0,0.0,58.0,25.0,2.0,1.0,0.0,0.0,Middleweight,KO/TKO Punches,2.0,4:05,UFC Fight Night,2017-09-16,Luke Rockhold,0.0,33.0,1.0,0.0,0,245,1003,560,7,14
"Pittsburgh, Pennsylvania, USA",Mike Perry,Alex Reyes,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Knee,1.0,1:19,UFC Fight Night,2017-09-16,Mike Perry,1.0,5.0,0.0,0.0,0,79,1154,67,10,11
"Pittsburgh, Pennsylvania, USA",Anthony Smith,Hector Lombard,1.0,0.0,35.0,65.0,0.0,1.0,0.0,0.0,Middleweight,KO/TKO Punches,3.0,2:33,UFC Fight Night,2017-09-16,Anthony Smith,1.0,-30.0,-1.0,0.0,0,153,111,844,7,14
"Pittsburgh, Pennsylvania, USA",Gregor Gillespie,Jason Gonzalez,1.0,0.0,20.0,22.0,4.0,0.0,1.0,0.0,Lightweight,SUB Arm Triangle,2.0,2:11,UFC Fight Night,2017-09-16,Gregor Gillespie,1.0,-2.0,4.0,1.0,0,131,585,975,6,35
"Pittsburgh, Pennsylvania, USA",Kamaru Usman,Sergio Moraes,1.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,2:48,UFC Fight Night,2017-09-16,Kamaru Usman,1.0,3.0,0.0,0.0,0,168,887,1985,10,13
"Pittsburgh, Pennsylvania, USA",Justin Ledet,Azunna Anyanwu,0.0,0.0,36.0,37.0,0.0,0.0,0.0,0.0,Heavyweight,S-DEC,3.0,5:00,UFC Fight Night,2017-09-16,Justin Ledet,0.0,-1.0,0.0,0.0,0,300,872,197,4,32
"Pittsburgh, Pennsylvania, USA",Olivier Aubin-Mercier,Anthony Rocco Martin,0.0,0.0,20.0,15.0,4.0,0.0,0.0,1.0,Lightweight,S-DEC,3.0,5:00,UFC Fight Night,2017-09-16,Olivier Aubin-Mercier,0.0,5.0,4.0,-1.0,0,300,1243,152,6,32
"Pittsburgh, Pennsylvania, USA",Daniel Spitz,Anthony Hamilton,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,0:24,UFC Fight Night,2017-09-16,Daniel Spitz,0.0,5.0,1.0,0.0,0,24,370,143,4,14
"Pittsburgh, Pennsylvania, USA",Uriah Hall,Krzysztof Jotko,1.0,1.0,26.0,44.0,0.0,1.0,0.0,1.0,Middleweight,KO/TKO Punches,2.0,2:25,UFC Fight Night,2017-09-16,Uriah Hall,0.0,-18.0,-1.0,-1.0,0,145,1615,1310,7,14
"Pittsburgh, Pennsylvania, USA",Gilbert Burns,Jason Saggo,1.0,0.0,42.0,35.0,2.0,1.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,4:55,UFC Fight Night,2017-09-16,Gilbert Burns,1.0,7.0,1.0,0.0,0,295,569,983,6,13
"Edmonton, Alberta, Canada",Amanda Nunes,Valentina Shevchenko,0.0,0.0,86.0,72.0,2.0,0.0,0.0,0.0,Women's Bantamweight,S-DEC,5.0,5:00,UFC 215,2017-09-09,Amanda Nunes,0.0,14.0,2.0,0.0,0,300,76,2186,11,32
"Edmonton, Alberta, Canada",Rafael Dos Anjos,Neil Magny,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,Welterweight,SUB Arm Triangle,1.0,3:43,UFC 215,2017-09-09,Rafael Dos Anjos,0.0,12.0,0.0,1.0,0,223,1314,1642,10,35
"Edmonton, Alberta, Canada",Henry Cejudo,Wilson Reis,1.0,0.0,34.0,5.0,2.0,0.0,0.0,0.0,Flyweight,KO/TKO Punch,2.0,0:25,UFC 215,2017-09-09,Henry Cejudo,1.0,29.0,2.0,0.0,0,25,607,2248,3,13
"Edmonton, Alberta, Canada",Ilir Latifi,Tyson Pedro,0.0,0.0,44.0,31.0,4.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 215,2017-09-09,Ilir Latifi,0.0,13.0,4.0,0.0,0,300,634,2179,5,69
"Edmonton, Alberta, Canada",Jeremy Stephens,Gilbert Melendez,5.0,0.0,96.0,29.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC 215,2017-09-09,Jeremy Stephens,5.0,67.0,0.0,0.0,0,300,729,799,2,69
"Edmonton, Alberta, Canada",Ketlen Vieira,Sara McMann,0.0,0.0,17.0,29.0,1.0,1.0,2.0,0.0,Women's Bantamweight,SUB Arm Triangle,2.0,4:16,UFC 215,2017-09-09,Ketlen Vieira,0.0,-12.0,0.0,2.0,0,256,916,1948,11,35
"Edmonton, Alberta, Canada",Sarah Moras,Ashlee Evans-Smith,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Women's Bantamweight,SUB Armbar,1.0,2:51,UFC 215,2017-09-09,Sarah Moras,0.0,0.0,0.0,1.0,0,171,1440,182,11,36
"Edmonton, Alberta, Canada",Ricky Glenn,Gavin Tucker,1.0,0.0,142.0,23.0,4.0,0.0,1.0,1.0,Featherweight,U-DEC,3.0,5:00,UFC 215,2017-09-09,Ricky Glenn,1.0,119.0,4.0,0.0,0,300,1359,777,2,69
"Edmonton, Alberta, Canada",Alex White,Mitch Clarke,3.0,0.0,57.0,28.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,4:36,UFC 215,2017-09-09,Alex White,3.0,29.0,0.0,0.0,0,276,53,1602,6,13
"Edmonton, Alberta, Canada",Arjan Bhullar,Luis Henrique,1.0,0.0,24.0,32.0,1.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC 215,2017-09-09,Arjan Bhullar,1.0,-8.0,1.0,0.0,0,300,125,1385,4,69
"Edmonton, Alberta, Canada",Kajan Johnson,Adriano Martins,1.0,0.0,26.0,16.0,0.0,0.0,0.0,1.0,Lightweight,KO/TKO Punch,3.0,0:49,UFC 215,2017-09-09,Kajan Johnson,1.0,10.0,0.0,-1.0,0,49,885,22,6,13
"Rotterdam, Zuid-Holland, Netherlands",Alexander Volkov,Stefan Struve,1.0,0.0,135.0,41.0,2.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,3.0,3:30,UFC Fight Night,2017-09-02,Alexander Volkov,1.0,94.0,2.0,0.0,0,210,59,2032,4,13
"Rotterdam, Zuid-Holland, Netherlands",Siyar Bahadurzada,Rob Wilkinson,3.0,0.0,43.0,24.0,0.0,2.0,1.0,0.0,Middleweight,KO/TKO Punch,2.0,3:10,UFC Fight Night,2017-09-02,Siyar Bahadurzada,3.0,19.0,-2.0,1.0,0,190,1494,1840,7,13
"Rotterdam, Zuid-Holland, Netherlands",Marion Reneau,Talita Bernardo,0.0,0.0,57.0,22.0,0.0,3.0,5.0,1.0,Women's Bantamweight,KO/TKO Punches,3.0,4:54,UFC Fight Night,2017-09-02,Marion Reneau,0.0,35.0,-3.0,4.0,0,294,1056,2080,11,14
"Rotterdam, Zuid-Holland, Netherlands",Leon Edwards,Bryan Barberena,0.0,1.0,23.0,44.0,3.0,0.0,3.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-02,Leon Edwards,-1.0,-21.0,3.0,2.0,0,300,966,298,10,69
"Rotterdam, Zuid-Holland, Netherlands",Darren Till,Bojan Velickovic,0.0,0.0,49.0,34.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-02,Darren Till,0.0,15.0,1.0,0.0,0,300,385,242,10,69
"Rotterdam, Zuid-Holland, Netherlands",Mairbek Taisumov,Felipe Silva,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,1:24,UFC Fight Night,2017-09-02,Mairbek Taisumov,1.0,2.0,0.0,0.0,0,84,1018,727,6,13
"Rotterdam, Zuid-Holland, Netherlands",Michel Prazeres,Mads Burnell,0.0,0.0,26.0,10.0,4.0,0.0,1.0,0.0,Lightweight,SUB North-South Choke,3.0,1:26,UFC Fight Night,2017-09-02,Michel Prazeres,0.0,16.0,4.0,1.0,0,86,1132,1407,6,51
"Rotterdam, Zuid-Holland, Netherlands",Rustam Khabilov,Desmond Green,0.0,0.0,34.0,47.0,3.0,1.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-02,Rustam Khabilov,0.0,-13.0,2.0,0.0,0,300,1414,599,6,69
"Rotterdam, Zuid-Holland, Netherlands",Aleksandar Rakic,Francimar Barroso,0.0,0.0,46.0,24.0,0.0,2.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2017-09-02,Aleksandar Rakic,0.0,22.0,-2.0,0.0,0,300,35,738,5,69
"Rotterdam, Zuid-Holland, Netherlands",Zabit Magomedsharipov,Mike Santiago,0.0,0.0,45.0,24.0,1.0,2.0,2.0,0.0,Featherweight,SUB Rear Naked Choke,2.0,4:22,UFC Fight Night,2017-09-02,Zabit Magomedsharipov,0.0,21.0,-1.0,2.0,0,262,1688,1584,2,58
"Rotterdam, Zuid-Holland, Netherlands",Abdul-Kerim Edilov,Bojan Mihajlovic,0.0,0.0,77.0,1.0,2.0,0.0,1.0,0.0,Light Heavyweight,KO/TKO Punches,2.0,2:32,UFC Fight Night,2017-09-02,Abdul-Kerim Edilov,0.0,76.0,2.0,1.0,0,152,6,241,5,14
"Rotterdam, Zuid-Holland, Netherlands",Thibault Gouti,Andrew Holbrook,1.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,4:28,UFC Fight Night,2017-09-02,Thibault Gouti,1.0,19.0,0.0,0.0,0,268,1560,128,6,14
"Mexico City, Distrito Federal, Mexico",Sergio Pettis,Brandon Moreno,0.0,0.0,76.0,45.0,0.0,4.0,0.0,0.0,Flyweight,U-DEC,5.0,5:00,UFC Fight Night,2017-08-05,Sergio Pettis,0.0,31.0,-4.0,0.0,0,300,1466,259,3,69
"Mexico City, Distrito Federal, Mexico",Alexa Grasso,Randa Markos,0.0,0.0,64.0,45.0,0.0,4.0,0.0,0.0,Women's Strawweight,S-DEC,3.0,5:00,UFC Fight Night,2017-08-05,Alexa Grasso,0.0,19.0,-4.0,0.0,0,300,54,1777,14,32
