Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code,Winner_code
"Berlin, Germany",Sean Strickland,Luke Barnatt,0.0,0.0,48.0,44.0,1.0,0.0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC Fight Night,2014-05-31 00:00:00.000,Sean Strickland,1458,1393,7,32,1453
"Berlin, Germany",Niklas Backstrom,Tom Niinimaki,0.0,0.0,5.0,7.0,0.0,2.0,2.0,0.0,Featherweight,SUB Rear Naked Choke,1.0,4:15,UFC Fight Night,2014-05-31 00:00:00.000,Niklas Backstrom,1231,2141,2,58,1228
"Berlin, Germany",Nick Hein,Drew Dober,0.0,0.0,50.0,49.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-31 00:00:00.000,Nick Hein,1220,638,6,69,1218
"Berlin, Germany",Magnus Cedenblad,Krzysztof Jotko,0.0,0.0,17.0,15.0,3.0,0.0,1.0,0.0,Middleweight,SUB Guillotine Choke,2.0,4:59,UFC Fight Night,2014-05-31 00:00:00.000,Magnus Cedenblad,1014,1310,7,43,1012
"Berlin, Germany",Iuri Alcantara,Vaughan Lee,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,0:25,UFC Fight Night,2014-05-31 00:00:00.000,Iuri Alcantara,648,2192,0,13,647
"Berlin, Germany",Peter Sobotta,Pawel Pawlak,0.0,0.0,47.0,21.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-31 00:00:00.000,Peter Sobotta,1290,1729,10,69,1286
"Berlin, Germany",Maximo Blanco,Andy Ogle,1.0,0.0,60.0,44.0,1.0,1.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-31 00:00:00.000,Maximo Blanco,1112,132,2,69,1110
"Berlin, Germany",Ruslan Magomedov,Viktor Pesta,0.0,0.0,47.0,26.0,0.0,1.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-31 00:00:00.000,Ruslan Magomedov,1413,2205,4,69,1409
"Las Vegas, Nevada, USA",TJ Dillashaw,Renan Barao,2.0,0.0,140.0,64.0,0.0,0.0,2.0,0.0,Bantamweight,KO/TKO Punches,5.0,2:26,UFC 173,2014-05-24 00:00:00.000,TJ Dillashaw,1524,1799,0,14,1519
"Las Vegas, Nevada, USA",Daniel Cormier,Dan Henderson,0.0,0.0,50.0,6.0,3.0,0.0,2.0,0.0,Light Heavyweight,SUB Rear Naked Choke,3.0,3:53,UFC 173,2014-05-24 00:00:00.000,Daniel Cormier,361,499,5,58,360
"Las Vegas, Nevada, USA",Robbie Lawler,Jake Ellenberger,1.0,0.0,68.0,29.0,0.0,2.0,0.0,0.0,Welterweight,KO/TKO Knee,3.0,3:06,UFC 173,2014-05-24 00:00:00.000,Robbie Lawler,1372,919,10,11,1368
"Las Vegas, Nevada, USA",Takeya Mizugaki,Francisco Rivera,1.0,0.0,35.0,41.0,0.0,3.0,0.0,1.0,Bantamweight,U-DEC,3.0,5:00,UFC 173,2014-05-24 00:00:00.000,Takeya Mizugaki,1536,744,0,69,1531
"Las Vegas, Nevada, USA",James Krause,Jamie Varner,0.0,0.0,22.0,7.0,0.0,1.0,0.0,0.0,Lightweight,KO/TKO,1.0,5:00,UFC 173,2014-05-24 00:00:00.000,James Krause,681,951,6,3,680
"Las Vegas, Nevada, USA",Michael Chiesa,Francisco Trinaldo,0.0,0.0,19.0,13.0,2.0,0.0,0.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC 173,2014-05-24 00:00:00.000,Michael Chiesa,1124,746,6,69,1122
"Las Vegas, Nevada, USA",Tony Ferguson,Katsunori Kikuno,1.0,0.0,38.0,22.0,1.0,0.0,1.0,0.0,Lightweight,KO/TKO Punch,1.0,4:06,UFC 173,2014-05-24 00:00:00.000,Tony Ferguson,1587,1250,6,13,1582
"Las Vegas, Nevada, USA",Chris Holdsworth,Chico Camus,0.0,0.0,26.0,25.0,4.0,0.0,2.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC 173,2014-05-24 00:00:00.000,Chris Holdsworth,281,376,0,69,280
"Las Vegas, Nevada, USA",Mitch Clarke,Al Iaquinta,0.0,0.0,8.0,13.0,0.0,1.0,1.0,2.0,Lightweight,SUB D'Arce Choke,2.0,0:57,UFC 173,2014-05-24 00:00:00.000,Mitch Clarke,1174,30,6,39,1172
"Las Vegas, Nevada, USA",Vinc Pichel,Anthony Njokuani,0.0,0.0,57.0,24.0,8.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 173,2014-05-24 00:00:00.000,Vinc Pichel,1637,149,6,69,1632
"Las Vegas, Nevada, USA",Sam Sicilia,Aaron Phillips,0.0,0.0,37.0,18.0,5.0,0.0,1.0,1.0,Featherweight,U-DEC,3.0,5:00,UFC 173,2014-05-24 00:00:00.000,Sam Sicilia,1434,4,2,69,1430
"Las Vegas, Nevada, USA",Li Jingliang,David Michaud,0.0,0.0,61.0,41.0,2.0,3.0,0.0,2.0,Welterweight,S-DEC,3.0,5:00,UFC 173,2014-05-24 00:00:00.000,Li Jingliang,974,569,10,32,972
"Cincinnati, Ohio, USA",Matt Brown,Erick Silva,0.0,1.0,118.0,25.0,5.0,0.0,4.0,1.0,Welterweight,KO/TKO Punches,3.0,2:11,UFC Fight Night,2014-05-10 00:00:00.000,Matt Brown,1089,698,10,14,1087
"Cincinnati, Ohio, USA",Constantinos Philippou,Lorenz Larkin,1.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,3:47,UFC Fight Night,2014-05-10 00:00:00.000,Constantinos Philippou,322,1368,7,13,321
"Cincinnati, Ohio, USA",Daron Cruickshank,Erik Koch,1.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Kick,1.0,3:21,UFC Fight Night,2014-05-10 00:00:00.000,Daron Cruickshank,381,700,6,9,380
"Cincinnati, Ohio, USA",Neil Magny,Tim Means,0.0,0.0,29.0,30.0,4.0,3.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-10 00:00:00.000,Neil Magny,1213,2122,10,69,1211
"Cincinnati, Ohio, USA",Soa Palelei,Ruan Potts,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,Heavyweight,KO/TKO Punch,1.0,2:20,UFC Fight Night,2014-05-10 00:00:00.000,Soa Palelei,1497,1906,4,13,1492
"Cincinnati, Ohio, USA",Chris Cariaso,Louis Smolka,0.0,0.0,64.0,42.0,2.0,1.0,4.0,0.0,Flyweight,S-DEC,3.0,5:00,UFC Fight Night,2014-05-10 00:00:00.000,Chris Cariaso,271,1371,3,32,270
"Cincinnati, Ohio, USA",Ed Herman,Rafael Natal,0.0,0.0,51.0,35.0,1.0,1.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-10 00:00:00.000,Ed Herman,465,1768,7,69,464
"Cincinnati, Ohio, USA",Kyoji Horiguchi,Darrell Montague,1.0,0.0,65.0,26.0,2.0,1.0,0.0,2.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-10 00:00:00.000,Kyoji Horiguchi,952,541,3,69,950
"Cincinnati, Ohio, USA",Zak Cummings,Yan Cabral,0.0,0.0,28.0,23.0,3.0,1.0,1.0,2.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-10 00:00:00.000,Zak Cummings,1693,2253,10,69,1688
"Cincinnati, Ohio, USA",Johnny Eduardo,Eddie Wineland,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,4:37,UFC Fight Night,2014-05-10 00:00:00.000,Johnny Eduardo,795,661,0,13,794
"Cincinnati, Ohio, USA",Nik Lentz,Manvel Gamburyan,0.0,0.0,52.0,28.0,4.0,1.0,0.0,1.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-05-10 00:00:00.000,Nik Lentz,1229,1425,2,69,1226
"Cincinnati, Ohio, USA",Justin Salas,Ben Wall,1.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,2:41,UFC Fight Night,2014-05-10 00:00:00.000,Justin Salas,876,213,6,13,874
"Cincinnati, Ohio, USA",Albert Tumenov,Anthony Lapsley,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,3:56,UFC Fight Night,2014-05-10 00:00:00.000,Albert Tumenov,31,147,10,13,31
"Baltimore, Maryland, USA",Jon Jones,Glover Teixeira,0.0,0.0,138.0,53.0,3.0,0.0,2.0,0.0,Light Heavyweight,U-DEC,5.0,5:00,UFC 172,2014-04-26 00:00:00.000,Jon Jones,803,808,5,69,802
"Baltimore, Maryland, USA",Anthony Johnson,Phil Davis,0.0,0.0,45.0,21.0,0.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 172,2014-04-26 00:00:00.000,Anthony Johnson,105,1744,5,69,105
"Baltimore, Maryland, USA",Luke Rockhold,Tim Boetsch,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,Middleweight,SUB Kimura,1.0,2:08,UFC 172,2014-04-26 00:00:00.000,Luke Rockhold,1004,2114,7,48,1002
"Baltimore, Maryland, USA",Jim Miller,Yancy Medeiros,0.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,Lightweight,SUB Guillotine Choke,1.0,3:18,UFC 172,2014-04-26 00:00:00.000,Jim Miller,748,2257,6,43,747
"Baltimore, Maryland, USA",Max Holloway,Andre Fili,0.0,0.0,47.0,44.0,0.0,3.0,2.0,0.0,Featherweight,SUB Guillotine Choke,3.0,3:39,UFC 172,2014-04-26 00:00:00.000,Max Holloway,1110,114,2,43,1108
"Baltimore, Maryland, USA",Joseph Benavidez,Tim Elliott,0.0,0.0,9.0,16.0,0.0,3.0,1.0,0.0,Flyweight,SUB Guillotine Choke,1.0,4:08,UFC 172,2014-04-26 00:00:00.000,Joseph Benavidez,831,2116,3,43,830
"Baltimore, Maryland, USA",Takanori Gomi,Isaac Vallie-Flagg,0.0,0.0,130.0,107.0,0.0,1.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 172,2014-04-26 00:00:00.000,Takanori Gomi,1534,888,6,69,1529
"Baltimore, Maryland, USA",Bethe Correia,Jessamyn Duke,0.0,0.0,91.0,54.0,0.0,1.0,0.0,0.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC 172,2014-04-26 00:00:00.000,Bethe Correia,163,1016,11,69,162
"Baltimore, Maryland, USA",Danny Castillo,Charlie Brenneman,1.0,0.0,16.0,13.0,0.0,2.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,0:21,UFC 172,2014-04-26 00:00:00.000,Danny Castillo,375,364,6,13,374
"Baltimore, Maryland, USA",Chris Beal,Patrick Williams,1.0,0.0,19.0,14.0,0.0,2.0,0.0,0.0,Bantamweight,KO/TKO Flying Knee,2.0,1:51,UFC 172,2014-04-26 00:00:00.000,Chris Beal,269,1711,0,6,268
"Orlando, Florida, USA",Fabricio Werdum,Travis Browne,0.0,0.0,121.0,60.0,2.0,0.0,0.0,0.0,Heavyweight,U-DEC,5.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Fabricio Werdum,510,2159,4,69,509
"Orlando, Florida, USA",Miesha Tate,Liz Carmouche,0.0,0.0,27.0,18.0,1.0,5.0,2.0,0.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Miesha Tate,1140,1363,11,69,1138
"Orlando, Florida, USA",Donald Cerrone,Edson Barboza,1.0,0.0,11.0,28.0,0.0,0.0,2.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,3:15,UFC on FOX,2014-04-19 00:00:00.000,Donald Cerrone,441,669,6,58,440
"Orlando, Florida, USA",Yoel Romero,Brad Tavares,0.0,0.0,31.0,21.0,7.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Yoel Romero,1676,253,7,69,1671
"Orlando, Florida, USA",Khabib Nurmagomedov,Rafael Dos Anjos,0.0,0.0,36.0,20.0,6.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Khabib Nurmagomedov,927,1766,6,69,925
"Orlando, Florida, USA",Thiago Alves,Seth Baczynski,0.0,0.0,116.0,90.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Thiago Alves,1556,1987,10,69,1551
"Orlando, Florida, USA",Jorge Masvidal,Pat Healy,0.0,0.0,69.0,32.0,1.0,2.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Jorge Masvidal,822,1703,6,69,821
"Orlando, Florida, USA",Alex White,Estevan Payan,1.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,1.0,1:28,UFC on FOX,2014-04-19 00:00:00.000,Alex White,53,707,2,13,53
"Orlando, Florida, USA",Caio Magalhaes,Luke Zachrich,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,0:44,UFC on FOX,2014-04-19 00:00:00.000,Caio Magalhaes,221,1399,7,13,220
"Orlando, Florida, USA",Jordan Mein,Hernani Perpetuo,0.0,0.0,46.0,21.0,4.0,0.0,0.0,1.0,Welterweight,S-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Jordan Mein,818,854,10,32,817
"Orlando, Florida, USA",Dustin Ortiz,Ray Borg,0.0,0.0,46.0,12.0,2.0,5.0,0.0,2.0,Flyweight,S-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Dustin Ortiz,457,1792,3,32,456
"Orlando, Florida, USA",Mirsad Bektic,Chas Skelly,0.0,0.0,27.0,19.0,2.0,0.0,0.0,0.0,Featherweight,M-DEC,3.0,5:00,UFC on FOX,2014-04-19 00:00:00.000,Mirsad Bektic,1172,368,2,19,1170
"Orlando, Florida, USA",Derrick Lewis,Jack May,0.0,0.0,22.0,5.0,1.0,1.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,4:23,UFC on FOX,2014-04-19 00:00:00.000,Derrick Lewis,419,910,4,14,418
"Quebec City, Quebec, Canada",Tim Kennedy,Michael Bisping,0.0,0.0,51.0,40.0,5.0,0.0,0.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Tim Kennedy,1569,1539,7,69,1564
"Quebec City, Quebec, Canada",Patrick Cote,Kyle Noke,0.0,0.0,33.0,50.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Patrick Cote,1265,1321,10,69,1261
"Quebec City, Quebec, Canada",Elias Theodorou,Sheldon Westcott,0.0,0.0,73.0,13.0,3.0,2.0,0.0,0.0,Middleweight,KO/TKO Elbows,2.0,4:41,UFC Fight Night,2014-04-16 00:00:00.000,Elias Theodorou,480,2012,7,5,479
"Quebec City, Quebec, Canada",Chad Laprise,Olivier Aubin-Mercier,0.0,0.0,71.0,45.0,0.0,2.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Chad Laprise,244,1685,10,32,243
"Quebec City, Quebec, Canada",Dustin Poirier,Akira Corassani,1.0,0.0,45.0,24.0,0.0,0.0,1.0,0.0,Featherweight,KO/TKO Punch,2.0,0:42,UFC Fight Night,2014-04-16 00:00:00.000,Dustin Poirier,459,29,2,13,458
"Quebec City, Quebec, Canada",KJ Noons,Sam Stout,1.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,0:30,UFC Fight Night,2014-04-16 00:00:00.000,KJ Noons,882,1943,10,13,880
"Quebec City, Quebec, Canada",Sarah Kaufman,Leslie Smith,0.0,0.0,202.0,79.0,1.0,0.0,0.0,0.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Sarah Kaufman,1440,1352,11,69,1436
"Quebec City, Quebec, Canada",Ryan Jimmo,Sean O'Connell,1.0,0.0,20.0,15.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,4:27,UFC Fight Night,2014-04-16 00:00:00.000,Ryan Jimmo,1421,1969,5,13,1417
"Quebec City, Quebec, Canada",George Roop,Dustin Kimura,0.0,0.0,53.0,7.0,2.0,3.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,George Roop,558,646,0,69,557
"Quebec City, Quebec, Canada",Mark Bocek,Mike de la Torre,0.0,0.0,70.0,57.0,3.0,1.0,0.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Mark Bocek,1059,1590,6,32,1057
"Quebec City, Quebec, Canada",Nordine Taleb,Vik Grujic,0.0,0.0,48.0,4.0,4.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Nordine Taleb,1237,2204,7,69,1234
"Quebec City, Quebec, Canada",Richard Walsh,Chris Indich,0.0,0.0,71.0,12.0,5.0,0.0,0.0,2.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Richard Walsh,1357,395,10,69,1353
"Quebec City, Quebec, Canada",Mitch Gagnon,Tim Gorman,0.0,0.0,47.0,15.0,2.0,0.0,5.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-16 00:00:00.000,Mitch Gagnon,1175,2117,0,69,1173
"Abu Dhabi, United Arab Emirates",Roy Nelson,Antonio Rodrigo Nogueira,2.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,3:37,UFC Fight Night,2014-04-11 00:00:00.000,Roy Nelson,1410,168,4,13,1406
"Abu Dhabi, United Arab Emirates",Clay Guida,Tatsuya Kawajiri,1.0,0.0,47.0,19.0,3.0,1.0,0.0,1.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-11 00:00:00.000,Clay Guida,304,2086,2,69,303
"Abu Dhabi, United Arab Emirates",Ryan LaFlare,John Howard,0.0,1.0,64.0,35.0,4.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-11 00:00:00.000,Ryan LaFlare,1422,1100,10,69,1418
"Abu Dhabi, United Arab Emirates",Ramsey Nijem,Beneil Dariush,2.0,0.0,34.0,9.0,1.0,0.0,1.0,0.0,Lightweight,KO/TKO Punches,1.0,4:20,UFC Fight Night,2014-04-11 00:00:00.000,Ramsey Nijem,1323,214,6,14,1319
"Abu Dhabi, United Arab Emirates",Jared Rosholt,Daniel Omielanczuk,0.0,0.0,34.0,10.0,3.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2014-04-11 00:00:00.000,Jared Rosholt,698,512,4,69,697
"Abu Dhabi, United Arab Emirates",Thales Leites,Trevor Smith,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,0:45,UFC Fight Night,2014-04-11 00:00:00.000,Thales Leites,1554,2168,7,13,1549
"Abu Dhabi, United Arab Emirates",Jim Alers,Alan Omer,1.0,0.0,36.0,58.0,2.0,1.0,0.0,0.0,Featherweight,S-DEC,3.0,5:00,UFC Fight Night,2014-04-11 00:00:00.000,Jim Alers,747,34,2,32,746
"Abu Dhabi, United Arab Emirates",Rani Yahya,Johnny Bedford,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,Bantamweight,CNC,1.0,0:39,UFC Fight Night,2014-04-11 00:00:00.000,Rani Yahya,1328,1114,0,0,1324
"Natal, Rio Grande do Norte, Brazil",Dan Henderson,Mauricio Rua,1.0,2.0,23.0,48.0,0.0,1.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,3.0,1:31,UFC Fight Night,2014-03-23 00:00:00.000,Dan Henderson,356,1521,5,13,355
"Natal, Rio Grande do Norte, Brazil",CB Dollaway,Cezar Ferreira,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,0:39,UFC Fight Night,2014-03-23 00:00:00.000,CB Dollaway,216,348,7,13,215
"Natal, Rio Grande do Norte, Brazil",Leonardo Santos,Norman Parke,0.0,0.0,26.0,37.0,0.0,0.0,0.0,0.0,Lightweight,M-DEC,3.0,5:00,UFC Fight Night,2014-03-23 00:00:00.000,Leonardo Santos,970,1680,6,19,968
"Natal, Rio Grande do Norte, Brazil",Fabio Maldonado,Gian Villante,0.0,0.0,132.0,33.0,0.0,3.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-23 00:00:00.000,Fabio Maldonado,508,793,5,69,507
"Natal, Rio Grande do Norte, Brazil",Michel Prazeres,Mairbek Taisumov,1.0,0.0,35.0,26.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-23 00:00:00.000,Michel Prazeres,1133,1413,6,69,1131
"Natal, Rio Grande do Norte, Brazil",Rony Jason,Steven Siler,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,1.0,1:17,UFC Fight Night,2014-03-23 00:00:00.000,Rony Jason,1401,2054,2,13,1397
"Natal, Rio Grande do Norte, Brazil",Thiago Santos,Ronny Markes,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Kick,1.0,0:53,UFC Fight Night,2014-03-23 00:00:00.000,Thiago Santos,1559,1887,7,9,1554
"Natal, Rio Grande do Norte, Brazil",Jussier Formiga,Scott Jorgensen,0.0,0.0,9.0,6.0,1.0,0.0,1.0,0.0,Flyweight,SUB Rear Naked Choke,1.0,3:07,UFC Fight Night,2014-03-23 00:00:00.000,Jussier Formiga,866,1960,3,58,865
"Natal, Rio Grande do Norte, Brazil",Kenny Robertson,Thiago Perpetuo,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1.0,1:45,UFC Fight Night,2014-03-23 00:00:00.000,Kenny Robertson,916,2104,10,58,914
"Natal, Rio Grande do Norte, Brazil",Hans Stringer,Francimar Barroso,0.0,0.0,44.0,36.0,1.0,3.0,0.0,0.0,Light Heavyweight,S-DEC,3.0,5:00,UFC Fight Night,2014-03-23 00:00:00.000,Hans Stringer,598,738,5,32,597
"Natal, Rio Grande do Norte, Brazil",Godofredo Pepey,Noad Lahat,1.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Flying Knee,1.0,2:39,UFC Fight Night,2014-03-23 00:00:00.000,Godofredo Pepey,579,1673,2,6,578
"Dallas, Texas, USA",Johny Hendricks,Robbie Lawler,0.0,0.0,158.0,150.0,2.0,0.0,0.0,0.0,Welterweight,U-DEC,5.0,5:00,UFC 171,2014-03-15 00:00:00.000,Johny Hendricks,799,1842,10,69,798
"Dallas, Texas, USA",Tyron Woodley,Carlos Condit,1.0,0.0,14.0,13.0,3.0,0.0,0.0,1.0,Welterweight,KO/TKO,2.0,2:00,UFC 171,2014-03-15 00:00:00.000,Tyron Woodley,1611,330,10,3,1606
"Dallas, Texas, USA",Myles Jury,Diego Sanchez,0.0,0.0,46.0,25.0,3.0,0.0,0.0,2.0,Lightweight,U-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Myles Jury,1193,610,6,69,1191
"Dallas, Texas, USA",Hector Lombard,Jake Shields,0.0,0.0,27.0,4.0,5.0,0.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Hector Lombard,603,926,10,69,602
"Dallas, Texas, USA",Ovince Saint Preux,Nikita Krylov,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB Von Flue Choke,1.0,1:29,UFC 171,2014-03-15 00:00:00.000,Ovince Saint Preux,1253,1666,5,68,1249
"Dallas, Texas, USA",Kelvin Gastelum,Rick Story,0.0,1.0,59.0,45.0,1.0,0.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Kelvin Gastelum,909,1827,10,32,907
"Dallas, Texas, USA",Jessica Andrade,Raquel Pennington,0.0,0.0,66.0,82.0,3.0,2.0,0.0,2.0,Women's Bantamweight,S-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Jessica Andrade,739,1785,11,32,738
"Dallas, Texas, USA",Dennis Bermudez,Jimy Hettes,3.0,0.0,55.0,34.0,6.0,0.0,1.0,0.0,Featherweight,KO/TKO Knee,3.0,2:57,UFC 171,2014-03-15 00:00:00.000,Dennis Bermudez,414,1045,2,11,413
"Dallas, Texas, USA",Alex Garcia,Sean Spencer,1.0,0.0,61.0,58.0,8.0,0.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Alex Garcia,45,1975,10,32,45
"Dallas, Texas, USA",Francisco Trevino,Renee Forte,0.0,0.0,47.0,14.0,2.0,5.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Francisco Trevino,529,1803,6,69,528
"Dallas, Texas, USA",Justin Scoggins,Will Campuzano,0.0,0.0,61.0,4.0,6.0,0.0,0.0,1.0,Flyweight,U-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Justin Scoggins,877,2241,3,69,875
"Dallas, Texas, USA",Sean Strickland,Robert McDaniel,0.0,0.0,20.0,4.0,1.0,1.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,4:33,UFC 171,2014-03-15 00:00:00.000,Sean Strickland,1458,1844,7,58,1453
"Dallas, Texas, USA",Robert Whiteford,Daniel Pineda,0.0,0.0,26.0,24.0,5.0,1.0,0.0,3.0,Featherweight,U-DEC,3.0,5:00,UFC 171,2014-03-15 00:00:00.000,Robert Whiteford,1377,513,2,69,1373
"London, England, United Kingdom",Alexander Gustafsson,Jimi Manuwa,1.0,0.0,21.0,13.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Knee,2.0,1:18,UFC Fight Night,2014-03-08 00:00:00.000,Alexander Gustafsson,55,1040,5,11,55
"London, England, United Kingdom",Michael Johnson,Melvin Guillard,0.0,0.0,48.0,22.0,1.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-08 00:00:00.000,Michael Johnson,1126,1537,6,69,1124
"London, England, United Kingdom",Brad Pickett,Neil Seery,0.0,0.0,49.0,47.0,4.0,0.0,1.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-08 00:00:00.000,Brad Pickett,180,1643,3,69,179
"London, England, United Kingdom",Gunnar Nelson,Omari Akhmedov,0.0,0.0,16.0,6.0,1.0,0.0,1.0,0.0,Welterweight,SUB Guillotine Choke,1.0,4:36,UFC Fight Night,2014-03-08 00:00:00.000,Gunnar Nelson,590,1688,10,43,589
