Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code,Winner_code
"Sacramento, California, USA",Antoni Hardonk,Sherman Pendergarst,1.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,3:15,UFC 65,2006-11-18 00:00:00.000,Antoni Hardonk,114,2013,4,13,113
"Sacramento, California, USA",James Irvin,Hector Ramirez,1.0,0.0,17.0,33.0,0.0,3.0,0.0,1.0,Light Heavyweight,KO/TKO Punch,2.0,2:36,UFC 65,2006-11-18 00:00:00.000,James Irvin,680,845,5,13,679
"Sacramento, California, USA",Jake O'Brien,Josh Shockman,0.0,0.0,13.0,13.0,10.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC 65,2006-11-18 00:00:00.000,Jake O'Brien,672,1181,4,69,671
"Las Vegas, Nevada, USA",Matt Serra,Chris Lytle,0.0,0.0,20.0,42.0,1.0,1.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,The Ultimate Fighter,2006-11-11 00:00:00.000,Matt Serra,1100,399,10,32,1098
"Las Vegas, Nevada, USA",Travis Lutter,Patrick Cote,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Middleweight,SUB Armbar,1.0,2:18,The Ultimate Fighter,2006-11-11 00:00:00.000,Travis Lutter,1597,1707,7,36,1592
"Las Vegas, Nevada, USA",Din Thomas,Rich Clementi,1.0,0.0,33.0,22.0,1.0,1.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,2.0,3:11,The Ultimate Fighter,2006-11-11 00:00:00.000,Din Thomas,432,1818,6,58,431
"Las Vegas, Nevada, USA",Jorge Rivera,Edwin DeWees,1.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1.0,2:37,The Ultimate Fighter,2006-11-11 00:00:00.000,Jorge Rivera,823,672,7,14,822
"Las Vegas, Nevada, USA",Pete Spratt,Jeremy Jackson,0.0,0.0,12.0,5.0,0.0,2.0,0.0,0.0,Welterweight,SUB Injury,2.0,1:11,The Ultimate Fighter,2006-11-11 00:00:00.000,Pete Spratt,1288,1006,10,45,1284
"Las Vegas, Nevada, USA",Scott Smith,Pete Sell,2.0,0.0,26.0,32.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,2.0,3:25,The Ultimate Fighter,2006-11-11 00:00:00.000,Scott Smith,1450,1737,7,13,1445
"Las Vegas, Nevada, USA",Charles McCarthy,Gideon Ray,0.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,Middleweight,SUB Armbar,1.0,4:43,The Ultimate Fighter,2006-11-11 00:00:00.000,Charles McCarthy,252,794,7,36,251
"Las Vegas, Nevada, USA",Martin Kampmann,Thales Leites,1.0,1.0,101.0,46.0,0.0,1.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,The Ultimate Fighter,2006-11-11 00:00:00.000,Martin Kampmann,1078,2100,7,69,1076
"Las Vegas, Nevada, USA",Anderson Silva,Rich Franklin,1.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Knees,1.0,2:59,UFC 64,2006-10-14 00:00:00.000,Anderson Silva,82,1819,7,12,82
"Las Vegas, Nevada, USA",Sean Sherk,Kenny Florian,0.0,0.0,60.0,23.0,8.0,0.0,1.0,4.0,Lightweight,U-DEC,5.0,5:00,UFC 64,2006-10-14 00:00:00.000,Sean Sherk,1456,1273,6,69,1451
"Las Vegas, Nevada, USA",Jon Fitch,Kuniyoshi Hironaka,0.0,0.0,44.0,4.0,5.0,0.0,0.0,2.0,Welterweight,U-DEC,3.0,5:00,UFC 64,2006-10-14 00:00:00.000,Jon Fitch,801,1312,10,69,800
"Las Vegas, Nevada, USA",Carmelo Marrero,Cheick Kongo,0.0,0.0,16.0,18.0,6.0,0.0,0.0,2.0,Heavyweight,S-DEC,3.0,5:00,UFC 64,2006-10-14 00:00:00.000,Carmelo Marrero,237,373,4,32,236
"Las Vegas, Nevada, USA",Spencer Fisher,Dan Lauzon,1.0,0.0,13.0,8.0,0.0,2.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,4:38,UFC 64,2006-10-14 00:00:00.000,Spencer Fisher,1501,502,6,14,1496
"Las Vegas, Nevada, USA",Yushin Okami,Kalib Starnes,0.0,0.0,39.0,19.0,3.0,0.0,1.0,1.0,Middleweight,KO/TKO Punches,3.0,1:40,UFC 64,2006-10-14 00:00:00.000,Yushin Okami,1686,1236,7,14,1681
"Las Vegas, Nevada, USA",Clay Guida,Justin James,0.0,0.0,26.0,13.0,2.0,0.0,2.0,1.0,Lightweight,SUB Rear Naked Choke,2.0,4:42,UFC 64,2006-10-14 00:00:00.000,Clay Guida,304,1216,6,58,303
"Las Vegas, Nevada, USA",Kurt Pellegrino,Junior Assuncao,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,2:04,UFC 64,2006-10-14 00:00:00.000,Kurt Pellegrino,943,1207,6,58,941
"Hollywood, Florida, USA",Tito Ortiz,Ken Shamrock,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,2:23,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Tito Ortiz,1575,1268,5,14,1570
"Hollywood, Florida, USA",Kendall Grove,Chris Price,0.0,0.0,13.0,5.0,1.0,0.0,1.0,0.0,Middleweight,KO/TKO Elbows,1.0,3:59,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Kendall Grove,912,400,7,5,910
"Hollywood, Florida, USA",Jason MacDonald,Ed Herman,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,Middleweight,SUB Triangle Choke,1.0,2:43,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Jason MacDonald,711,655,7,66,710
"Hollywood, Florida, USA",Matt Hamill,Seth Petruzelli,0.0,1.0,14.0,25.0,7.0,0.0,0.0,1.0,Light Heavyweight,U-DEC,3.0,5:00,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Matt Hamill,1093,1988,5,69,1091
"Hollywood, Florida, USA",Nate Marquardt,Crafton Wallace,0.0,0.0,13.0,4.0,2.0,0.0,2.0,0.0,Middleweight,SUB Rear Naked Choke,2.0,1:14,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Nate Marquardt,1207,462,7,58,1205
"Hollywood, Florida, USA",Tony DeSouza,Dustin Hazelett,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,Welterweight,SUB Kimura,1.0,3:59,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Tony DeSouza,1586,644,10,48,1581
"Hollywood, Florida, USA",Rory Singer,Josh Haynes,0.0,1.0,50.0,23.0,0.0,1.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Rory Singer,1405,1171,7,69,1401
"Hollywood, Florida, USA",Thiago Alves,John Alessio,0.0,0.0,63.0,13.0,0.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Thiago Alves,1556,1088,10,69,1551
"Hollywood, Florida, USA",Marcus Davis,Forrest Petz,0.0,0.0,33.0,5.0,0.0,0.0,1.0,0.0,Welterweight,SUB Guillotine Choke,1.0,4:58,Ortiz vs Shamrock 3,2006-10-10 00:00:00.000,Marcus Davis,1050,737,10,43,1048
"Anaheim, California, USA",Matt Hughes,BJ Penn,0.0,0.0,35.0,17.0,1.0,0.0,0.0,2.0,Welterweight,KO/TKO Punches,3.0,3:53,UFC 63,2006-09-23 00:00:00.000,Matt Hughes,1095,198,10,14,1093
"Anaheim, California, USA",Mike Swick,David Loiseau,0.0,0.0,32.0,36.0,3.0,1.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 63,2006-09-23 00:00:00.000,Mike Swick,1162,568,7,69,1160
"Anaheim, California, USA",Melvin Guillard,Gabe Ruediger,2.0,0.0,20.0,7.0,3.0,2.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,1:01,UFC 63,2006-09-23 00:00:00.000,Melvin Guillard,1120,759,6,13,1118
"Anaheim, California, USA",Rashad Evans,Jason Lambert,0.0,0.0,25.0,6.0,8.0,0.0,0.0,3.0,Light Heavyweight,KO/TKO Punches,2.0,2:22,UFC 63,2006-09-23 00:00:00.000,Rashad Evans,1334,978,5,14,1330
"Anaheim, California, USA",Joe Lauzon,Jens Pulver,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,0:48,UFC 63,2006-09-23 00:00:00.000,Joe Lauzon,766,1003,6,13,765
"Anaheim, California, USA",Roger Huerta,Jason Dent,0.0,0.0,71.0,38.0,6.0,0.0,0.0,3.0,Lightweight,U-DEC,3.0,5:00,UFC 63,2006-09-23 00:00:00.000,Roger Huerta,1384,971,6,69,1380
"Anaheim, California, USA",Eddie Sanchez,Mario Neto,1.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO Punch,2.0,0:17,UFC 63,2006-09-23 00:00:00.000,Eddie Sanchez,468,1458,4,13,467
"Anaheim, California, USA",Jorge Gurgel,Danny Abbadi,0.0,0.0,58.0,56.0,1.0,0.0,1.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC 63,2006-09-23 00:00:00.000,Jorge Gurgel,821,526,6,32,820
"Anaheim, California, USA",Tyson Griffin,David Lee,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,1:50,UFC 63,2006-09-23 00:00:00.000,Tyson Griffin,1613,566,6,58,1608
"Las Vegas, Nevada, USA",Chuck Liddell,Renato Sobral,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,1:35,UFC 62,2006-08-26 00:00:00.000,Chuck Liddell,296,1801,5,14,295
"Las Vegas, Nevada, USA",Forrest Griffin,Stephan Bonnar,0.0,0.0,83.0,41.0,0.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC 62,2006-08-26 00:00:00.000,Forrest Griffin,520,2033,5,69,519
"Las Vegas, Nevada, USA",Nick Diaz,Josh Neer,0.0,0.0,75.0,25.0,3.0,0.0,1.0,0.0,Welterweight,SUB Kimura,3.0,1:42,UFC 62,2006-08-26 00:00:00.000,Nick Diaz,1219,1174,10,48,1217
"Las Vegas, Nevada, USA",Cheick Kongo,Christian Wellisch,1.0,0.0,17.0,0.0,0.0,1.0,0.0,1.0,Heavyweight,KO/TKO Knee,1.0,2:51,UFC 62,2006-08-26 00:00:00.000,Cheick Kongo,262,415,4,11,261
"Las Vegas, Nevada, USA",Hermes Franca,Jamie Varner,0.0,0.0,22.0,18.0,1.0,9.0,3.0,0.0,Lightweight,SUB Armbar,3.0,3:31,UFC 62,2006-08-26 00:00:00.000,Hermes Franca,611,951,6,36,610
"Las Vegas, Nevada, USA",Eric Schafer,Rob MacDonald,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,Light Heavyweight,SUB Arm Triangle,1.0,2:26,UFC 62,2006-08-26 00:00:00.000,Eric Schafer,492,1839,5,35,491
"Las Vegas, Nevada, USA",Wilson Gouveia,Wes Combs,0.0,0.0,9.0,10.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,1.0,3:23,UFC 62,2006-08-26 00:00:00.000,Wilson Gouveia,1664,2236,5,58,1659
"Las Vegas, Nevada, USA",David Heath,Cory Walmsley,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,Light Heavyweight,SUB Rear Naked Choke,1.0,2:32,UFC 62,2006-08-26 00:00:00.000,David Heath,398,460,5,58,397
"Las Vegas, Nevada, USA",Yushin Okami,Alan Belcher,0.0,0.0,12.0,8.0,5.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 62,2006-08-26 00:00:00.000,Yushin Okami,1686,32,7,69,1681
"Las Vegas, Nevada, USA",Diego Sanchez,Karo Parisyan,0.0,0.0,66.0,36.0,3.0,9.0,1.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night 6 ,2006-08-17 00:00:00.000,Diego Sanchez,431,1245,10,69,430
"Las Vegas, Nevada, USA",Chris Leben,Jorge Santiago,1.0,0.0,9.0,6.0,1.0,1.0,0.0,0.0,Middleweight,KO/TKO Punches,2.0,0:35,UFC Fight Night 6,2006-08-17 00:00:00.000,Chris Leben,283,1149,7,14,282
"Las Vegas, Nevada, USA",Dean Lister,Yuki Sasaki,0.0,0.0,24.0,26.0,5.0,0.0,2.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night 6,2006-08-17 00:00:00.000,Dean Lister,407,2276,7,69,406
"Las Vegas, Nevada, USA",Josh Koscheck,Jonathan Goulet,1.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0,Welterweight,KO/TKO Punches,1.0,4:10,UFC Fight Night 6,2006-08-17 00:00:00.000,Josh Koscheck,838,1130,10,14,837
"Las Vegas, Nevada, USA",Martin Kampmann,Crafton Wallace,0.0,0.0,19.0,1.0,1.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,2:59,UFC Fight Night 6,2006-08-17 00:00:00.000,Martin Kampmann,1078,462,7,58,1076
"Las Vegas, Nevada, USA",Joe Riggs,Jason Von Flue,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Welterweight,SUB Triangle Choke,1.0,2:01,UFC Fight Night 6,2006-08-17 00:00:00.000,Joe Riggs,770,986,10,66,769
"Las Vegas, Nevada, USA",Jake O'Brien,Kristof Midoux,0.0,0.0,25.0,2.0,3.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,2.0,0:52,UFC Fight Night 6,2006-08-17 00:00:00.000,Jake O'Brien,672,1308,4,14,671
"Las Vegas, Nevada, USA",Forrest Petz,Sammy Morgan,5.0,0.0,45.0,8.0,6.0,0.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night 6,2006-08-17 00:00:00.000,Forrest Petz,521,1944,10,69,520
"Las Vegas, Nevada, USA",Anthony Torres,Pat Healy,0.0,0.0,11.0,13.0,0.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1.0,2:37,UFC Fight Night 6,2006-08-17 00:00:00.000,Anthony Torres,112,1703,10,58,111
"Las Vegas, Nevada, USA",Tim Sylvia,Andrei Arlovski,0.0,0.0,97.0,66.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,5.0,5:00,UFC 61,2006-07-08 00:00:00.000,Tim Sylvia,1572,125,4,69,1567
"Las Vegas, Nevada, USA",Joshua Burkman,Josh Neer,1.0,0.0,35.0,19.0,4.0,1.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC 61,2006-07-08 00:00:00.000,Joshua Burkman,846,1174,10,69,845
"Las Vegas, Nevada, USA",Tito Ortiz,Ken Shamrock,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Elbows,1.0,1:18,UFC 61,2006-07-08 00:00:00.000,Tito Ortiz,1575,1268,5,5,1570
"Las Vegas, Nevada, USA",Frank Mir,Dan Christison,0.0,0.0,53.0,48.0,3.0,0.0,0.0,1.0,Heavyweight,U-DEC,3.0,5:00,UFC 61,2006-07-08 00:00:00.000,Frank Mir,533,495,4,69,532
"Las Vegas, Nevada, USA",Joe Stevenson,Yves Edwards,0.0,1.0,28.0,18.0,3.0,0.0,1.0,2.0,Lightweight,KO/TKO,2.0,5:00,UFC 61,2006-07-08 00:00:00.000,Joe Stevenson,774,2283,6,3,773
"Las Vegas, Nevada, USA",Hermes Franca,Joe Jordan,0.0,0.0,46.0,20.0,3.0,0.0,1.0,0.0,Catch Weight,SUB Triangle Choke,3.0,0:47,UFC 61,2006-07-08 00:00:00.000,Hermes Franca,611,1067,1,66,610
"Las Vegas, Nevada, USA",Jeff Monson,Anthony Perosh,1.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,2:42,UFC 61,2006-07-08 00:00:00.000,Jeff Monson,720,150,4,14,719
"Las Vegas, Nevada, USA",Cheick Kongo,Gilbert Aldana,0.0,0.0,24.0,6.0,1.0,2.0,0.0,0.0,Heavyweight,KO/TKO,1.0,4:13,UFC 61,2006-07-08 00:00:00.000,Cheick Kongo,262,797,4,3,261
"Las Vegas, Nevada, USA",Drew Fickett,Kurt Pellegrino,0.0,0.0,18.0,25.0,1.0,5.0,2.0,0.0,Welterweight,SUB Rear Naked Choke,3.0,1:20,UFC 61,2006-07-08 00:00:00.000,Drew Fickett,449,1314,10,58,448
"Las Vegas, Nevada, USA",Jonathan Goulet,Luke Cummo,0.0,2.0,18.0,13.0,6.0,0.0,0.0,3.0,Welterweight,M-DEC,3.0,5:00,UFC Fight Night 5 ,2006-06-28 00:00:00.000,Jonathan Goulet,807,1395,10,19,806
"Las Vegas, Nevada, USA",Anderson Silva,Chris Leben,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1.0,0:49,UFC Fight Night 5,2006-06-28 00:00:00.000,Anderson Silva,82,397,7,14,82
"Las Vegas, Nevada, USA",Rashad Evans,Stephan Bonnar,0.0,0.0,17.0,12.0,7.0,0.0,0.0,2.0,Light Heavyweight,M-DEC,3.0,5:00,UFC Fight Night 5,2006-06-28 00:00:00.000,Rashad Evans,1334,2033,5,19,1330
"Las Vegas, Nevada, USA",Mark Hominick,Jorge Gurgel,0.0,0.0,43.0,36.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night 5,2006-06-28 00:00:00.000,Mark Hominick,1065,1144,6,69,1063
"Las Vegas, Nevada, USA",Josh Koscheck,Dave Menne,0.0,0.0,45.0,13.0,4.0,1.0,1.0,5.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night 5,2006-06-28 00:00:00.000,Josh Koscheck,838,553,10,69,837
"Las Vegas, Nevada, USA",Jason Lambert,Branden Lee Hinkle,0.0,0.0,44.0,4.0,0.0,3.0,1.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,5:00,UFC Fight Night 5,2006-06-28 00:00:00.000,Jason Lambert,710,255,5,14,709
"Las Vegas, Nevada, USA",Jon Fitch,Thiago Alves,1.0,0.0,51.0,1.0,3.0,1.0,2.0,3.0,Welterweight,KO/TKO Kick,2.0,4:37,UFC Fight Night 5,2006-06-28 00:00:00.000,Jon Fitch,801,2102,10,9,800
"Las Vegas, Nevada, USA",Rob MacDonald,Kristian Rothaermel,0.0,0.0,10.0,3.0,4.0,0.0,3.0,0.0,Light Heavyweight,SUB Armbar,1.0,4:01,UFC Fight Night 5,2006-06-28 00:00:00.000,Rob MacDonald,1371,1307,5,36,1367
"Las Vegas, Nevada, USA",Jorge Santiago,Justin Levens,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Knee,1.0,2:13,UFC Fight Night 5,2006-06-28 00:00:00.000,Jorge Santiago,824,1221,7,11,823
"Las Vegas, Nevada, USA",Kenny Florian,Sam Stout,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,1:46,The Ultimate Fighter,2006-06-24 00:00:00.000,Kenny Florian,915,1943,6,58,913
"Las Vegas, Nevada, USA",Michael Bisping,Josh Haynes,2.0,0.0,41.0,8.0,4.0,0.0,4.0,0.0,Light Heavyweight,KO/TKO Punches,2.0,4:14,The Ultimate Fighter,2006-06-24 00:00:00.000,Michael Bisping,1122,1171,5,14,1120
"Las Vegas, Nevada, USA",Kendall Grove,Ed Herman,0.0,0.0,25.0,33.0,0.0,5.0,6.0,2.0,Middleweight,U-DEC,3.0,5:00,The Ultimate Fighter,2006-06-24 00:00:00.000,Kendall Grove,912,655,7,69,910
"Las Vegas, Nevada, USA",Keith Jardine,Wilson Gouveia,0.0,0.0,67.0,48.0,1.0,1.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,The Ultimate Fighter,2006-06-24 00:00:00.000,Keith Jardine,907,2247,5,69,905
"Las Vegas, Nevada, USA",Rory Singer,Ross Pointon,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,Middleweight,SUB Triangle Choke,1.0,0:44,The Ultimate Fighter,2006-06-24 00:00:00.000,Rory Singer,1405,1898,7,66,1401
"Las Vegas, Nevada, USA",Kalib Starnes,Danny Abbadi,0.0,0.0,21.0,3.0,1.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,2:56,The Ultimate Fighter,2006-06-24 00:00:00.000,Kalib Starnes,887,526,7,58,885
"Las Vegas, Nevada, USA",Luigi Fioravanti,Solomon Hutcherson,1.0,0.0,11.0,11.0,1.0,1.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,4:15,The Ultimate Fighter,2006-06-24 00:00:00.000,Luigi Fioravanti,995,2025,7,13,993
"Las Vegas, Nevada, USA",Matt Hamill,Jesse Forbes,0.0,0.0,33.0,9.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Elbows,1.0,4:47,The Ultimate Fighter,2006-06-24 00:00:00.000,Matt Hamill,1093,1019,5,5,1091
"Las Vegas, Nevada, USA",Mike Nickels,Wes Combs,0.0,0.0,22.0,4.0,3.0,0.0,1.0,0.0,Light Heavyweight,SUB Rear Naked Choke,1.0,3:10,The Ultimate Fighter,2006-06-24 00:00:00.000,Mike Nickels,1154,2236,5,58,1152
"Los Angeles, California, USA",Matt Hughes,Royce Gracie,0.0,0.0,32.0,7.0,1.0,0.0,1.0,0.0,Catch Weight,KO/TKO Punches,1.0,4:39,UFC 60,2006-05-27 00:00:00.000,Matt Hughes,1095,1904,1,14,1093
"Los Angeles, California, USA",Dean Lister,Alessio Sakara,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,Light Heavyweight,SUB Triangle Choke,1.0,2:20,UFC 60,2006-05-27 00:00:00.000,Dean Lister,407,54,5,66,406
"Los Angeles, California, USA",Diego Sanchez,John Alessio,0.0,0.0,9.0,17.0,1.0,0.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC 60,2006-05-27 00:00:00.000,Diego Sanchez,431,1088,10,69,430
"Los Angeles, California, USA",Brandon Vera,Assuerio Silva,0.0,0.0,8.0,9.0,0.0,1.0,1.0,0.0,Heavyweight,SUB Guillotine Choke,1.0,2:39,UFC 60,2006-05-27 00:00:00.000,Brandon Vera,190,187,4,43,189
"Los Angeles, California, USA",Mike Swick,Joe Riggs,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,Middleweight,SUB Guillotine Choke,1.0,2:19,UFC 60,2006-05-27 00:00:00.000,Mike Swick,1162,1073,7,43,1160
"Los Angeles, California, USA",Jeremy Horn,Chael Sonnen,0.0,0.0,3.0,6.0,0.0,3.0,4.0,0.0,Middleweight,SUB Armbar,2.0,1:17,UFC 60,2006-05-27 00:00:00.000,Jeremy Horn,727,354,7,36,726
"Los Angeles, California, USA",Spencer Fisher,Matt Wiman,1.0,0.0,27.0,10.0,0.0,1.0,0.0,4.0,Lightweight,KO/TKO Flying Knee,2.0,1:43,UFC 60,2006-05-27 00:00:00.000,Spencer Fisher,1501,1515,6,6,1496
"Los Angeles, California, USA",Gabriel Gonzaga,Fabiano Scherner,1.0,0.0,16.0,8.0,3.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,2.0,0:24,UFC 60,2006-05-27 00:00:00.000,Gabriel Gonzaga,543,714,4,13,542
"Los Angeles, California, USA",Melvin Guillard,Rick Davis,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,1:37,UFC 60,2006-05-27 00:00:00.000,Melvin Guillard,1120,1826,6,13,1118
"Anaheim, California, USA",Tim Sylvia,Andrei Arlovski,1.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,2:43,UFC 59,2006-04-15 00:00:00.000,Tim Sylvia,1572,125,4,13,1567
"Anaheim, California, USA",Sean Sherk,Nick Diaz,0.0,0.0,39.0,57.0,2.0,1.0,0.0,3.0,Welterweight,U-DEC,3.0,5:00,UFC 59,2006-04-15 00:00:00.000,Sean Sherk,1456,1651,10,69,1451
"Anaheim, California, USA",Tito Ortiz,Forrest Griffin,0.0,0.0,61.0,58.0,3.0,0.0,0.0,0.0,Light Heavyweight,S-DEC,3.0,5:00,UFC 59,2006-04-15 00:00:00.000,Tito Ortiz,1575,736,5,32,1570
"Anaheim, California, USA",Evan Tanner,Justin Levens,0.0,0.0,10.0,2.0,1.0,0.0,2.0,1.0,Middleweight,SUB Triangle Choke,1.0,3:14,UFC 59,2006-04-15 00:00:00.000,Evan Tanner,506,1221,7,66,505
"Anaheim, California, USA",Jeff Monson,Marcio Cruz,0.0,0.0,32.0,40.0,2.0,0.0,0.0,0.0,Heavyweight,S-DEC,3.0,5:00,UFC 59,2006-04-15 00:00:00.000,Jeff Monson,720,1440,4,32,719
"Anaheim, California, USA",Karo Parisyan,Nick Thompson,0.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,4:44,UFC 59,2006-04-15 00:00:00.000,Karo Parisyan,895,1662,10,14,893
"Anaheim, California, USA",David Terrell,Scott Smith,0.0,0.0,10.0,3.0,1.0,0.0,2.0,0.0,Middleweight,SUB Rear Naked Choke,1.0,3:08,UFC 59,2006-04-15 00:00:00.000,David Terrell,403,1963,7,58,402
"Anaheim, California, USA",Jason Lambert,Terry Martin,0.0,0.0,31.0,15.0,0.0,1.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,2.0,2:37,UFC 59,2006-04-15 00:00:00.000,Jason Lambert,710,2097,5,14,709
"Anaheim, California, USA",Thiago Alves,Derrick Noble,1.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,2:54,UFC 59,2006-04-15 00:00:00.000,Thiago Alves,1556,598,10,14,1551
"Las Vegas, Nevada, USA",Stephan Bonnar,Keith Jardine,1.0,0.0,33.0,64.0,1.0,0.0,1.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night 4,2006-04-06 00:00:00.000,Stephan Bonnar,1505,1262,5,69,1500
"Las Vegas, Nevada, USA",Rashad Evans,Sam Hoger,0.0,0.0,23.0,18.0,9.0,0.0,0.0,2.0,Light Heavyweight,S-DEC,3.0,5:00,UFC Fight Night 4,2006-04-06 00:00:00.000,Rashad Evans,1334,1939,5,32,1330
"Las Vegas, Nevada, USA",Josh Neer,Joe Stevenson,1.0,0.0,46.0,31.0,0.0,2.0,0.0,3.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night 4,2006-04-06 00:00:00.000,Josh Neer,839,1078,10,69,838
"Las Vegas, Nevada, USA",Chris Leben,Luigi Fioravanti,0.0,0.0,36.0,20.0,5.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night 4,2006-04-06 00:00:00.000,Chris Leben,283,1383,7,69,282
"Las Vegas, Nevada, USA",Luke Cummo,Jason Von Flue,0.0,0.0,43.0,17.0,3.0,2.0,3.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night 4,2006-04-06 00:00:00.000,Luke Cummo,1002,986,10,69,1000
