Fighter,Date,Opp,Weight_Class,Total_KD,Total_STR,Total_TD,Total_SUB,Opp_KD,Opp_STR,Opp_TD,Opp_SUB,Round,Time,Target,Avg_Round_Time,Avg_Round,Opp_Avg_Round_Time,Opp_Avg_Round,Fighter_code,Opp_code,Weight_Class_code
Don'Tale Mayes,2023-02-25,Augusto Sakai,Heavyweight,0,190,7,0,1,377,1,0,3.0,300.0,0,325.6,3.8,223.75,4.75,649,196,4
Don'Tale Mayes,2023-06-03,Andrei Arlovski,Heavyweight,0,219,7,0,10,1429,9,5,2.0,197.0,1,371.3333333333333,4.166666666666667,272.25,3.0,649,130,4
Don'Tale Mayes,2023-11-04,Rodrigo Nascimento,Heavyweight,1,244,7,0,0,186,5,2,3.0,300.0,0,346.42857142857144,3.857142857142857,131.0,2.6666666666666665,649,1947,4
Donald Cerrone,2011-02-05,Paul Kelly,Lightweight,0,0,0,0,1,303,9,8,2.0,228.0,1,0.0,0.0,346.0,4.0,650,1805,6
Donald Cerrone,2011-06-11,Vagner Rocha,Lightweight,0,37,3,1,0,0,0,0,3.0,300.0,1,228.0,2.0,229.0,2.0,650,2288,6
Donald Cerrone,2011-08-14,Charles Oliveira,Lightweight,0,123,3,1,1,74,3,6,1.0,181.0,1,264.0,2.5,173.0,2.25,650,376,6
Donald Cerrone,2011-10-29,Dennis Siver,Lightweight,0,153,3,1,7,391,5,3,1.0,142.0,1,236.33333333333334,2.0,262.2857142857143,3.0,650,611,6
Donald Cerrone,2011-12-30,Nate Diaz,Lightweight,2,162,3,2,3,433,14,18,3.0,300.0,0,212.75,1.75,428.5,5.333333333333333,650,1709,6
Donald Cerrone,2012-05-15,Jeremy Stephens,Lightweight,2,258,3,2,7,412,18,8,3.0,300.0,1,290.2,2.6,368.2,4.4,650,1052,6
Donald Cerrone,2012-08-11,Melvin Guillard,Lightweight,2,345,4,2,11,311,14,1,1.0,76.0,1,291.8333333333333,2.6666666666666665,36.0,1.0,650,1605,6
Donald Cerrone,2013-01-26,Anthony Pettis,Lightweight,3,349,4,2,1,44,6,1,1.0,155.0,0,261.0,2.4285714285714284,300.4,3.4,650,156,6
Donald Cerrone,2013-05-25,KJ Noons,Lightweight,3,353,4,2,0,0,0,0,3.0,300.0,1,267.125,2.375,183.5,2.0,650,1280,6
Donald Cerrone,2013-08-28,Rafael Dos Anjos,Lightweight,3,431,8,2,2,374,24,9,3.0,300.0,0,270.77777777777777,2.4444444444444446,295.5,4.5,650,1853,6
Donald Cerrone,2013-11-16,Evan Dunham,Lightweight,3,471,9,2,2,677,16,12,2.0,229.0,1,303.7,2.8,600.0,6.0,650,737,6
Donald Cerrone,2014-01-25,Adriano Martins,Lightweight,4,503,10,3,0,16,1,1,1.0,280.0,1,296.90909090909093,2.727272727272727,169.0,2.0,650,24,6
Donald Cerrone,2014-04-19,Edson Barboza,Lightweight,5,519,11,3,7,320,4,1,1.0,195.0,1,295.5,2.5833333333333335,323.44444444444446,3.3333333333333335,650,692,6
Donald Cerrone,2014-07-16,Jim Miller,Lightweight,6,530,11,5,3,442,23,31,2.0,211.0,1,287.7692307692308,2.4615384615384617,356.25,3.5833333333333335,650,1079,6
Donald Cerrone,2014-09-27,Eddie Alvarez,Lightweight,7,567,11,5,0,0,0,0,3.0,300.0,1,282.2857142857143,2.4285714285714284,334.0,3.5,650,679,6
Donald Cerrone,2015-01-03,Myles Jury,Lightweight,8,655,11,5,2,151,12,2,3.0,300.0,1,283.46666666666664,2.466666666666667,371.4,2.8,650,1697,6
Donald Cerrone,2015-01-18,Benson Henderson,Lightweight,8,692,12,7,3,597,26,9,3.0,300.0,1,284.5,2.5,366.6666666666667,3.0,650,228,6
Donald Cerrone,2015-05-23,John Makdessi,Lightweight,8,749,13,7,5,461,0,0,2.0,284.0,1,285.4117647058824,2.5294117647058822,431.2,4.0,650,1147,6
Donald Cerrone,2015-12-19,Rafael Dos Anjos,Lightweight,8,820,13,7,5,654,39,12,1.0,66.0,0,285.3333333333333,2.5,296.14285714285717,4.285714285714286,650,1853,6
Donald Cerrone,2016-02-21,Alex Oliveira,Welterweight,8,824,13,7,1,85,8,3,1.0,153.0,1,277.2631578947368,2.473684210526316,118.0,1.5,650,67,10
Donald Cerrone,2016-06-18,Patrick Cote,Welterweight,8,828,14,8,6,572,10,4,3.0,155.0,1,271.05,2.4,306.85714285714283,4.0,650,1792,10
Donald Cerrone,2016-08-20,Rick Story,Welterweight,11,901,16,9,6,884,39,14,2.0,122.0,1,265.5238095238095,2.4285714285714284,313.8,3.2,650,1915,10
Donald Cerrone,2016-12-10,Matt Brown,Welterweight,12,946,17,10,7,741,23,23,3.0,34.0,1,259.0,2.409090909090909,327.7,3.4,650,1566,10
Donald Cerrone,2017-01-28,Jorge Masvidal,Welterweight,14,1009,17,10,3,678,15,7,2.0,60.0,0,249.2173913043478,2.4347826086956523,394.0,4.875,650,1191,10
Donald Cerrone,2017-07-29,Robbie Lawler,Welterweight,14,1039,17,10,9,821,16,0,3.0,300.0,0,243.83333333333334,2.5,356.85714285714283,4.142857142857143,650,1932,10
Donald Cerrone,2017-10-21,Darren Till,Welterweight,14,1121,18,10,2,154,3,0,1.0,260.0,0,258.08,2.64,283.0,4.5,650,565,10
Donald Cerrone,2018-02-18,Yancy Medeiros,Welterweight,14,1135,19,10,9,354,1,4,1.0,298.0,1,268.15384615384613,2.6153846153846154,278.6666666666667,3.6666666666666665,650,2365,10
Donald Cerrone,2018-06-23,Leon Edwards,Welterweight,17,1163,19,10,3,256,12,5,5.0,300.0,0,269.25925925925924,2.5555555555555554,279.8,3.4,650,1401,10
Donald Cerrone,2018-11-10,Mike Perry,Welterweight,17,1223,20,10,7,353,4,0,1.0,286.0,1,281.07142857142856,2.8214285714285716,371.8,3.8,650,1648,10
Donald Cerrone,2019-01-19,Alexander Hernandez,Lightweight,17,1232,20,11,1,47,4,0,2.0,223.0,1,281.2413793103448,2.7586206896551726,322.0,3.0,650,79,6
Donald Cerrone,2019-05-04,Al Iaquinta,Lightweight,18,1312,21,11,7,637,8,3,5.0,300.0,1,279.3,2.7333333333333334,329.3333333333333,3.0,650,32,6
Donald Cerrone,2019-06-08,Tony Ferguson,Lightweight,20,1450,21,11,3,832,6,15,2.0,300.0,0,279.96774193548384,2.806451612903226,421.0,3.7142857142857144,650,2246,6
Donald Cerrone,2019-09-14,Justin Gaethje,Lightweight,20,1518,22,11,2,368,0,0,1.0,258.0,0,289.96875,2.84375,404.0,2.0,650,1263,6
Donald Cerrone,2020-01-18,Conor McGregor,Welterweight,20,1535,22,11,12,524,5,0,1.0,40.0,0,296.8181818181818,2.8181818181818183,218.66666666666666,1.6666666666666667,650,472,10
Donald Cerrone,2020-05-09,Anthony Pettis,Welterweight,20,1535,22,11,4,656,8,11,3.0,300.0,0,290.44117647058823,2.7941176470588234,276.1666666666667,3.0,650,156,10
Donald Cerrone,2020-09-19,Niko Price,Welterweight,20,1597,24,11,5,300,5,5,3.0,300.0,1,299.2857142857143,2.8857142857142857,272.0,2.2,650,1749,10
Donald Cerrone,2021-05-08,Alex Morono,Welterweight,20,1710,24,11,3,676,4,4,1.0,280.0,0,299.30555555555554,2.888888888888889,450.0,4.5,650,65,10
Donald Cerrone,2022-07-02,Jim Miller,Welterweight,20,1727,24,11,5,1059,41,45,2.0,92.0,0,306.35135135135135,2.864864864864865,361.3076923076923,3.6153846153846154,650,1079,10
Dong Hyun Kim,2008-05-24,Jason Tan,Welterweight,0,0,0,0,0,6,0,0,3.0,25.0,1,0.0,0.0,0.0,0.0,651,1022,10
Dong Hyun Kim,2008-09-06,Matt Brown,Welterweight,0,77,3,0,0,32,0,1,3.0,300.0,1,25.0,3.0,304.09090909090907,3.6363636363636362,651,1566,10
Dong Hyun Kim,2009-01-31,Karo Parisyan,Welterweight,0,89,6,1,0,349,51,9,3.0,300.0,0,162.5,3.0,336.5,3.0,651,1296,10
Dong Hyun Kim,2009-07-11,TJ Grant,Welterweight,0,108,8,3,0,34,3,0,3.0,300.0,1,308.3333333333333,4.0,300.0,3.0,651,2161,10
Dong Hyun Kim,2010-05-29,Amir Sadollah,Welterweight,0,137,12,4,0,225,2,2,3.0,300.0,1,306.25,3.75,322.25,3.0,651,114,10
Dong Hyun Kim,2011-01-01,Nate Diaz,Welterweight,0,167,18,4,2,335,13,14,3.0,300.0,1,305.0,3.6,410.14285714285717,5.0,651,1709,10
Dong Hyun Kim,2011-07-02,Carlos Condit,Welterweight,0,186,21,4,1,160,4,5,1.0,178.0,0,304.1666666666667,3.5,296.25,2.5,651,344,10
Dong Hyun Kim,2011-12-30,Sean Pierson,Welterweight,0,187,22,4,1,115,1,1,3.0,300.0,1,311.57142857142856,3.2857142857142856,0.0,0.0,651,2063,10
Dong Hyun Kim,2012-07-07,Demian Maia,Welterweight,1,240,24,4,0,275,25,13,1.0,47.0,0,310.125,3.25,380.3,4.2,651,603,10
Dong Hyun Kim,2012-11-10,Paulo Thiago,Welterweight,1,248,24,4,4,123,10,12,3.0,300.0,1,286.1111111111111,3.111111111111111,386.6666666666667,3.6666666666666665,651,1812,10
Dong Hyun Kim,2013-03-02,Siyar Bahadurzada,Welterweight,1,270,27,6,1,3,0,0,3.0,300.0,1,287.5,3.1,425.5,4.5,651,2117,10
Dong Hyun Kim,2013-10-09,Erick Silva,Welterweight,1,293,30,7,1,41,2,5,2.0,181.0,1,288.6363636363636,3.090909090909091,165.5,1.5,651,724,10
Dong Hyun Kim,2014-03-01,John Hathaway,Welterweight,2,304,31,7,2,383,20,7,3.0,62.0,1,279.6666666666667,3.0,300.0,3.0,651,1140,10
Dong Hyun Kim,2014-08-23,Tyron Woodley,Welterweight,4,331,32,7,4,137,3,0,1.0,61.0,0,262.9230769230769,3.0,209.25,4.75,651,2278,10
Dong Hyun Kim,2015-05-23,Joshua Burkman,Welterweight,4,333,32,7,2,318,26,4,3.0,133.0,1,252.85714285714286,2.9285714285714284,282.0,2.5,651,1230,10
Dong Hyun Kim,2015-11-28,Dominic Waters,Welterweight,4,363,33,8,0,13,5,0,1.0,191.0,1,244.86666666666667,2.933333333333333,0.0,0.0,651,639,10
Dong Hyun Kim,2016-12-30,Tarec Saffiedine,Welterweight,4,369,34,8,3,248,1,1,3.0,300.0,1,241.5,2.8125,0.0,0.0,651,2181,10
Dong Hyun Kim,2017-06-17,Colby Covington,Welterweight,4,405,37,8,1,183,33,2,3.0,300.0,0,244.94117647058823,2.823529411764706,296.6666666666667,2.3333333333333335,651,462,10
Dong Hyun Ma,2015-11-28,Dominique Steele,Welterweight,0,0,0,0,0,2,0,0,3.0,27.0,0,0.0,0.0,600.0,6.0,652,642,10
Dong Hyun Ma,2016-06-04,Marco Polo Reyes,Lightweight,0,19,0,0,1,10,0,0,3.0,112.0,0,54.0,6.0,234.0,2.5,652,1504,6
Dong Hyun Ma,2016-12-03,Brendan O'Reilly,Lightweight,0,102,2,0,0,65,7,1,3.0,300.0,1,139.0,6.0,270.0,2.0,652,280,6
Dong Hyun Ma,2017-09-22,Takanori Gomi,Lightweight,0,123,6,0,2,365,1,0,1.0,90.0,1,192.66666666666666,5.0,567.0,5.0,652,2173,6
Dong Hyun Ma,2018-02-10,Damien Brown,Lightweight,1,136,6,0,2,196,3,3,3.0,300.0,1,167.0,4.0,373.5,3.5,652,508,6
Dong Hyun Ma,2019-02-09,Devonte Smith,Lightweight,1,203,6,0,1,13,0,0,1.0,233.0,0,193.6,3.8,0.0,0.0,652,623,6
Dong Hyun Ma,2019-08-03,Scott Holtzman,Lightweight,1,204,6,0,3,507,19,2,2.0,300.0,0,239.0,3.5,356.3333333333333,3.3333333333333335,652,2052,6
Dong Hyun Ma,2019-12-21,Omar Morales,Lightweight,1,220,7,0,0,0,0,0,3.0,300.0,0,290.57142857142856,3.5714285714285716,600.0,6.0,652,1770,6
Dongi Yang,2010-10-23,Chris Camozzi,Middleweight,0,0,0,0,0,62,0,0,3.0,300.0,0,0.0,0.0,600.0,6.0,653,399,7
Dongi Yang,2011-03-03,Rob Kimmons,Middleweight,0,51,3,0,0,93,6,8,2.0,287.0,1,600.0,6.0,174.0,2.0,653,1928,7
Dongi Yang,2011-09-17,Court McGee,Middleweight,1,108,4,2,0,82,7,2,3.0,300.0,0,443.5,4.0,471.42857142857144,4.714285714285714,653,481,7
Dongi Yang,2012-05-15,Brad Tavares,Middleweight,2,158,5,2,1,53,4,0,3.0,300.0,0,495.6666666666667,4.666666666666667,386.0,3.4,653,266,7
Dongi Yang,2015-11-28,Jake Collier,Middleweight,2,190,6,2,0,82,2,1,2.0,110.0,1,521.75,5.0,383.3333333333333,4.166666666666667,653,956,7
Donnie Chappell,1997-07-27,Alex Hunter,Lightweight,0,0,0,0,0,0,0,0,1.0,91.0,0,0.0,0.0,0.0,0.0,654,63,6
Donny Walker,2011-07-02,Jeff Hougland,Bantamweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,655,1035,0
Donny Walker,2011-09-17,Ken Stone,Bantamweight,0,31,0,2,0,18,0,0,1.0,160.0,0,600.0,6.0,0.0,0.0,655,1321,0
Dooho Choi,2014-11-22,Juan Manuel Puig,Featherweight,0,0,0,0,0,13,0,0,1.0,18.0,1,0.0,0.0,282.0,2.0,656,1237,2
Dooho Choi,2015-11-28,Sam Sicilia,Featherweight,1,10,0,0,1,218,10,6,1.0,93.0,1,18.0,1.0,226.75,2.5,656,2033,2
Dooho Choi,2016-07-08,Thiago Tavares,Featherweight,2,28,0,0,0,327,40,16,1.0,162.0,1,55.5,1.0,269.5,3.5,656,2205,2
Dooho Choi,2016-12-10,Cub Swanson,Featherweight,3,32,0,0,6,539,7,2,3.0,300.0,0,91.0,1.0,208.66666666666666,2.6666666666666665,656,488,2
Dooho Choi,2018-01-14,Jeremy Stephens,Featherweight,3,109,1,0,16,993,27,10,2.0,156.0,0,218.25,2.25,389.27272727272725,4.545454545454546,656,1052,2
Dooho Choi,2019-12-21,Charles Jourdain,Featherweight,3,153,1,0,0,55,0,0,2.0,272.0,0,237.0,2.6,500.0,5.0,656,374,2
Dooho Choi,2023-02-04,Kyle Nelson,Featherweight,4,195,1,0,0,155,2,4,3.0,300.0,1,288.1666666666667,2.8333333333333335,160.0,4.333333333333333,656,1376,2
Dorian Price,2007-12-08,Roman Mitichyan,Welterweight,0,0,0,0,0,0,0,0,1.0,23.0,0,0.0,0.0,0.0,0.0,657,1968,10
Doug Evans,2007-06-23,Roger Huerta,Lightweight,0,0,0,0,0,169,13,0,2.0,210.0,0,0.0,0.0,80.5,3.0,658,1953,6
Doug Evans,2007-12-29,Mark Bocek,Lightweight,0,20,4,0,0,6,0,0,3.0,300.0,0,420.0,4.0,364.3333333333333,3.3333333333333335,658,1524,6
Douglas Silva de Andrade,2014-02-15,Zubaira Tukhugov,Featherweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,659,2409,2
Douglas Silva de Andrade,2015-02-22,Cody Gibson,Bantamweight,0,27,0,0,2,70,5,1,3.0,300.0,1,600.0,6.0,600.0,6.0,659,458,0
Douglas Silva de Andrade,2016-11-05,Henry Briones,Bantamweight,1,66,0,0,1,67,0,1,3.0,153.0,1,450.0,4.5,600.0,6.0,659,878,0
Douglas Silva de Andrade,2017-07-08,Rob Font,Bantamweight,2,138,1,0,3,130,2,1,2.0,276.0,0,351.0,4.0,419.25,5.5,659,1927,0
Douglas Silva de Andrade,2018-02-03,Marlon Vera,Bantamweight,2,166,3,0,2,230,3,8,3.0,300.0,1,401.25,4.0,314.57142857142856,4.285714285714286,659,1543,0
Douglas Silva de Andrade,2018-12-29,Petr Yan,Bantamweight,2,263,4,0,2,125,0,0,2.0,300.0,0,381.0,3.8,479.3333333333333,7.666666666666667,659,1827,0
Douglas Silva de Andrade,2019-11-16,Renan Barao,Featherweight,2,291,4,0,4,864,22,5,3.0,300.0,1,417.5,3.8333333333333335,469.8,4.4,659,1887,2
Douglas Silva de Andrade,2021-01-20,Lerone Murphy,Featherweight,2,365,4,0,0,50,1,2,3.0,300.0,0,400.7142857142857,3.7142857142857144,0.0,0.0,659,1407,2
Douglas Silva de Andrade,2021-10-02,Gaetano Pirrello,Bantamweight,2,404,5,0,0,6,0,0,1.0,124.0,1,425.625,4.0,0.0,0.0,659,797,0
Douglas Silva de Andrade,2022-02-12,Sergey Morozov,Bantamweight,3,414,5,0,0,57,6,0,2.0,204.0,1,392.1111111111111,3.6666666666666665,0.0,0.0,659,2075,0
Douglas Silva de Andrade,2022-07-09,Said Nurmagomedov,Bantamweight,6,451,5,2,1,162,1,1,3.0,300.0,0,373.3,3.5,47.0,1.0,659,2022,0
Douglas Silva de Andrade,2023-05-13,Cody Stamann,Catch Weight,6,479,6,2,1,650,24,0,3.0,300.0,1,393.90909090909093,3.727272727272727,336.0,3.25,659,461,1
Drakkar Klose,2017-01-15,Devin Powell,Lightweight,0,0,0,0,0,0,0,0,3.0,300.0,1,0.0,0.0,356.0,3.5,660,622,6
Drakkar Klose,2017-07-07,Marc Diakiese,Lightweight,0,68,2,0,1,63,7,0,3.0,300.0,1,300.0,3.0,192.0,4.5,660,1488,6
Drakkar Klose,2017-12-02,David Teymur,Lightweight,0,107,5,0,2,154,3,0,3.0,300.0,0,300.0,3.0,110.0,4.0,660,594,6
Drakkar Klose,2018-07-07,Lando Vannata,Lightweight,0,146,7,0,3,230,5,1,3.0,300.0,1,400.0,4.0,480.8,4.6,660,1386,6
Drakkar Klose,2018-12-15,Bobby Green,Lightweight,0,201,8,0,1,557,6,1,3.0,300.0,1,375.0,3.75,248.33333333333334,2.3333333333333335,660,247,6
Drakkar Klose,2019-08-17,Christos Giagos,Lightweight,0,259,8,0,0,146,12,1,3.0,300.0,1,360.0,3.6,379.0,3.6666666666666665,660,437,6
Drakkar Klose,2020-03-07,Beneil Dariush,Lightweight,0,358,10,0,4,568,17,9,2.0,60.0,0,350.0,3.5,224.125,2.125,660,224,6
Drakkar Klose,2022-04-16,Brandon Jenkins,Lightweight,0,373,10,0,0,41,0,0,2.0,33.0,1,317.14285714285717,3.5714285714285716,0.0,0.0,660,270,6
Drakkar Klose,2022-07-30,Rafa Garcia,Lightweight,2,449,12,0,0,194,15,2,3.0,300.0,1,281.625,3.375,450.0,4.5,660,1849,6
Drakkar Klose,2023-12-02,Joe Solecki,Lightweight,2,510,14,0,0,161,12,7,1.0,101.0,1,283.6666666666667,3.3333333333333335,275.3333333333333,2.0,660,1118,6
Drako Rodriguez,2021-02-20,Aiemann Zahabi,Bantamweight,0,0,0,0,1,118,1,0,1.0,185.0,0,0.0,0.0,64.0,1.0,661,26,0
Drako Rodriguez,2021-08-07,Vince Morales,Bantamweight,0,11,0,0,1,205,0,0,3.0,300.0,0,370.0,2.0,478.0,4.333333333333333,661,2313,0
Drew Dober,2013-11-30,Sean Spencer,Welterweight,0,0,0,0,0,111,0,0,3.0,300.0,0,0.0,0.0,600.0,6.0,662,2067,10
Drew Dober,2014-05-31,Nick Hein,Lightweight,0,61,0,0,0,0,0,0,3.0,300.0,0,600.0,6.0,555.0,4.0,662,1733,6
Drew Dober,2014-12-13,Jamie Varner,Lightweight,0,110,0,0,2,239,23,6,1.0,112.0,1,600.0,6.0,304.0,4.0,662,989,6
Drew Dober,2015-03-21,Leandro Silva,Lightweight,0,115,0,1,0,80,5,2,2.0,165.0,0,437.3333333333333,4.333333333333333,255.0,1.0,662,1397,6
Drew Dober,2015-06-13,Efrain Escudero,Lightweight,0,137,0,1,5,340,10,7,1.0,54.0,0,410.5,4.25,268.6666666666667,3.3333333333333335,662,698,6
Drew Dober,2016-01-02,Scott Holtzman,Lightweight,0,137,0,1,0,71,1,1,3.0,300.0,1,350.0,3.8,348.2857142857143,3.142857142857143,662,2052,6
Drew Dober,2016-09-10,Jason Gonzalez,Lightweight,0,173,5,1,0,0,0,0,1.0,105.0,1,341.6666666666667,3.6666666666666665,0.0,0.0,662,1013,6
Drew Dober,2016-12-10,Olivier Aubin-Mercier,Lightweight,1,193,5,1,1,221,17,3,2.0,177.0,0,307.85714285714283,3.2857142857142856,465.8333333333333,5.0,662,1768,6
Drew Dober,2017-07-29,Joshua Burkman,Lightweight,2,217,5,1,2,528,34,4,1.0,184.0,1,313.625,3.375,276.6666666666667,3.6666666666666665,662,1230,6
Drew Dober,2018-01-27,Frank Camacho,Welterweight,3,232,5,1,0,189,2,0,3.0,300.0,1,299.22222222222223,3.111111111111111,272.0,2.5,662,775,10
Drew Dober,2018-08-25,Jon Tuck,Lightweight,3,377,5,1,2,291,3,6,3.0,300.0,1,299.3,3.1,600.0,6.0,662,1170,6
Drew Dober,2019-03-09,Beneil Dariush,Lightweight,3,437,7,1,4,518,13,7,2.0,281.0,0,299.3636363636364,3.090909090909091,205.88888888888889,2.111111111111111,662,224,6
Drew Dober,2019-06-29,Marco Polo Reyes,Lightweight,3,468,7,1,5,253,0,0,1.0,67.0,1,321.25,3.1666666666666665,193.33333333333334,2.6666666666666665,662,1504,6
Drew Dober,2020-01-18,Nasrat Haqparast,Lightweight,4,484,7,1,4,265,1,0,1.0,70.0,1,301.6923076923077,3.0,500.0,5.0,662,1705,6
Drew Dober,2020-05-13,Alexander Hernandez,Lightweight,5,497,7,1,1,121,4,0,2.0,265.0,1,285.14285714285717,2.857142857142857,346.8,3.2,662,79,6
Drew Dober,2021-03-06,Islam Makhachev,Lightweight,5,558,7,1,2,158,17,4,3.0,97.0,0,283.8,2.8,238.0,2.3333333333333335,662,924,6
Drew Dober,2021-06-12,Brad Riddell,Lightweight,5,568,7,1,1,196,3,0,3.0,300.0,0,278.1875,3.0,300.0,3.0,662,264,6
Drew Dober,2022-03-12,Terrance McKinney,Lightweight,5,641,8,1,1,7,0,1,1.0,197.0,1,297.11764705882354,3.176470588235294,20.0,1.0,662,2192,6
Drew Dober,2022-07-30,Rafael Alves,Lightweight,6,658,8,1,1,36,0,2,3.0,90.0,1,291.55555555555554,3.0555555555555554,600.0,6.0,662,1850,6
Drew Dober,2022-12-17,Bobby Green,Lightweight,7,720,8,1,3,1413,20,4,2.0,165.0,1,280.94736842105266,3.0526315789473686,336.25,3.25,662,247,6
Drew Dober,2023-05-06,Matt Frevola,Lightweight,8,754,8,1,5,241,10,3,1.0,248.0,0,275.15,3.0,391.0,4.0,662,1568,6
Drew Dober,2023-10-07,Ricky Glenn,Lightweight,8,774,8,1,3,428,4,3,1.0,156.0,1,285.6666666666667,2.9523809523809526,245.0,2.5,662,1916,6
Drew Fickett,2005-02-05,Nick Diaz,Welterweight,0,0,0,0,1,76,7,4,1.0,280.0,0,0.0,0.0,525.0,7.25,663,1731,10
Drew Fickett,2005-08-06,Josh Neer,Welterweight,0,3,0,2,0,0,0,0,1.0,95.0,1,560.0,2.0,450.0,4.5,663,1220,10
Drew Fickett,2005-10-03,Josh Koscheck,Welterweight,0,4,2,3,0,14,3,1,3.0,268.0,1,327.5,1.5,276.1666666666667,2.1666666666666665,663,1219,10
Drew Fickett,2006-01-16,Joshua Burkman,Welterweight,1,9,2,6,0,4,1,0,1.0,67.0,0,307.6666666666667,2.0,299.5,3.25,663,1230,10
Drew Fickett,2006-07-08,Kurt Pellegrino,Welterweight,1,11,2,6,0,0,0,0,3.0,80.0,1,264.25,2.0,115.0,2.0,663,1370,10
Drew Fickett,2006-12-13,Karo Parisyan,Welterweight,1,29,3,8,0,180,38,9,3.0,300.0,0,227.4,2.2,329.2,3.0,663,1296,10
Drew Fickett,2007-04-05,Keita Nakamura,Welterweight,1,76,4,8,0,16,0,1,3.0,300.0,1,289.5,2.8333333333333335,500.0,5.0,663,1311,10
Drew McFedries,2006-11-18,Alessio Sakara,Light Heavyweight,0,0,0,0,1,117,9,0,1.0,247.0,1,0.0,0.0,391.0,3.0,664,56,5
Drew McFedries,2007-03-03,Martin Kampmann,Middleweight,1,30,1,0,1,120,1,1,1.0,246.0,0,247.0,1.0,275.2,4.0,664,1548,7
Drew McFedries,2007-06-12,Jordan Radev,Middleweight,2,46,1,0,0,0,0,0,1.0,33.0,1,369.5,1.5,600.0,6.0,664,1185,7
Drew McFedries,2008-01-23,Patrick Cote,Middleweight,3,52,1,0,3,144,2,1,1.0,104.0,0,257.3333333333333,1.3333333333333333,307.25,4.25,664,1792,7
Drew McFedries,2008-06-21,Marvin Eastman,Middleweight,3,60,1,0,0,66,1,0,1.0,68.0,1,245.0,1.5,0.0,0.0,664,1551,7
Drew McFedries,2008-09-17,Mike Massenzio,Middleweight,4,79,2,0,0,0,0,0,1.0,88.0,0,209.6,1.4,371.0,4.0,664,1646,7
Drew McFedries,2008-10-25,Thales Leites,Middleweight,4,82,2,1,2,131,9,9,1.0,78.0,0,204.0,1.5,494.5,6.25,664,2198,7
Drew McFedries,2009-05-23,Xavier Foupa-Pokam,Middleweight,4,83,2,1,0,23,0,0,1.0,37.0,1,197.14285714285714,1.5714285714285714,600.0,6.0,664,2359,7
Drew McFedries,2009-09-19,Tomasz Drwal,Middleweight,6,91,2,1,1,84,6,0,2.0,63.0,0,177.125,1.5,600.0,6.0,664,2242,7
Dricus Du Plessis,2020-10-10,Markus Perez,Middleweight,0,0,0,0,0,153,4,4,1.0,202.0,1,0.0,0.0,422.3333333333333,4.666666666666667,665,1541,7
Dricus Du Plessis,2021-07-10,Trevin Giles,Middleweight,1,26,0,0,3,286,8,2,2.0,101.0,1,202.0,1.0,116.5,3.0,665,2264,7
Dricus Du Plessis,2022-07-02,Brad Tavares,Middleweight,2,51,2,0,4,837,16,0,3.0,300.0,1,151.5,1.5,371.6666666666667,3.3333333333333335,665,266,7
Dricus Du Plessis,2022-12-10,Darren Till,Middleweight,2,164,2,0,5,340,5,0,3.0,163.0,1,201.0,2.0,275.3333333333333,3.3333333333333335,665,565,7
Dricus Du Plessis,2023-03-04,Derek Brunson,Middleweight,2,250,8,3,6,611,35,6,2.0,299.0,1,191.5,2.25,231.4,2.8,665,614,7
Dricus Du Plessis,2023-07-08,Robert Whittaker,Middleweight,3,321,9,4,10,1227,15,0,2.0,143.0,1,213.0,2.2,242.14285714285714,3.0,665,1939,7
Duane Ludwig,2003-04-25,Genki Sudo,Lightweight,0,0,0,0,0,9,2,3,3.0,300.0,1,0.0,0.0,0.0,0.0,666,810,6
Duane Ludwig,2006-01-16,Jonathan Goulet,Welterweight,0,38,0,0,0,14,0,1,1.0,6.0,1,300.0,3.0,0.0,0.0,666,1172,10
Duane Ludwig,2010-01-02,Jim Miller,Lightweight,1,39,0,0,1,168,15,10,1.0,151.0,0,153.0,2.0,342.07142857142856,3.5,666,1079,6
Duane Ludwig,2010-03-21,Darren Elkins,Lightweight,1,41,0,0,0,0,0,0,1.0,44.0,0,202.66666666666666,2.0,266.22222222222223,2.6666666666666665,666,563,6
Duane Ludwig,2010-11-13,Nick Osipczak,Welterweight,1,42,0,0,0,117,3,4,3.0,300.0,1,174.0,2.0,0.0,0.0,666,1735,10
Duane Ludwig,2011-08-14,Amir Sadollah,Welterweight,1,141,0,0,0,387,4,2,3.0,300.0,1,199.2,2.2,377.8,3.6,666,114,10
Duane Ludwig,2012-01-20,Josh Neer,Welterweight,1,264,1,0,1,386,9,12,1.0,184.0,0,216.0,2.3333333333333335,363.3333333333333,3.6666666666666665,666,1220,10
Duane Ludwig,2012-05-26,Dan Hardy,Welterweight,1,288,1,0,2,221,3,3,1.0,231.0,0,237.71428571428572,2.2857142857142856,449.2,4.0,666,518,10
Duane Ludwig,2012-09-29,Che Mills,Welterweight,1,305,1,0,2,17,0,0,1.0,148.0,0,265.75,2.25,40.0,1.0,666,388,10
Duda Santana,2019-06-01,Bea Malecki,Women's Bantamweight,0,0,0,0,0,0,0,0,2.0,119.0,0,0.0,0.0,0.0,0.0,667,213,11
